ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
5321	count (things), recite (numbers)	Gourou	lúgó	l ú ɡ ó
5322	count (things), recite (numbers)	Togo_Kan	lúgó	l ú ɡ ó
5323	count (things), recite (numbers)	Yorno_So	lúgó	l ú ɡ ó
5324	count (things), recite (numbers)	Yorno_So	lúgú	l ú ɡ ú
5325	count (things), recite (numbers)	Tommo_So	nígé	n í ɡ é
5326	count (things), recite (numbers)	Yanda_Dom	lùgó	l ù ɡ ó
5327	count (things), recite (numbers)	Yanda_Dom	lùgólì	l ù ɡ ó l ì
5328	count (things), recite (numbers)	Najamba	nìgíl	n ì ɡ í l
5329	count (things), recite (numbers)	Najamba	nìgìlè	n ì ɡ ì l è
5330	count (things), recite (numbers)	Najamba	játɛ́	dʒ á t ɛ́
5331	count (things), recite (numbers)	Tiranige	núgó	n ú ɡ ó
5332	count (things), recite (numbers)	Mombo	nógé	n ó ɡ é
5333	count (things), recite (numbers)	Bunoge	dígórè	d í ɡ ó r è
5334	count (things), recite (numbers)	Penange	nùgù	n ù ɡ ù
39	cow, bull (any bovine)	Toro_Tegu	nàŋá	n à ŋ á
40	cow, bull (any bovine)	Bangime	n nàà	n # n àː
41	cow, bull (any bovine)	Sangha_So	nàá	n ǎː
42	cow, bull (any bovine)	Ben_Tey	nǎ:m	n ǎː m
43	cow, bull (any bovine)	Ben_Tey	nǎ:	n ǎː
44	cow, bull (any bovine)	Bankan_Tey	nǎ:m	n ǎː m
45	cow, bull (any bovine)	Bankan_Tey	nǎ:	n ǎː
46	cow, bull (any bovine)	Nanga	nàŋá	n à ŋ á
47	cow, bull (any bovine)	Jamsay_Douentza	nàŋá	n à ŋ á
48	cow, bull (any bovine)	Perge_Tegu	nàŋá	n à ŋ á
49	cow, bull (any bovine)	Gourou	nàŋá	n à ŋ á
50	cow, bull (any bovine)	Togo_Kan	nàŋá	n à ŋ á
51	cow, bull (any bovine)	Yorno_So	nǎ:	n ǎː
52	cow, bull (any bovine)	Tomo_Kan_Segue	nàʔⁿà	n à ʔ à
53	cow, bull (any bovine)	Tomo_Kan_Diangassagou	nàŋà	n à ŋ à
54	cow, bull (any bovine)	Tommo_So	nàá	n ǎː
55	cow, bull (any bovine)	Dogul_Dom	nààgú	n àː ɡ ú
56	cow, bull (any bovine)	Tebul_Ure	nǎ:	n ǎː
57	cow, bull (any bovine)	Tebul_Ure	nà:mbɔ́	n àː m b ɔ́
58	cow, bull (any bovine)	Yanda_Dom	nà:	n àː
59	cow, bull (any bovine)	Yanda_Dom	mù	m ù
60	cow, bull (any bovine)	Najamba	nɛ̌:	n ɛ̌ː
61	cow, bull (any bovine)	Najamba	nàwó:	n à w óː
62	cow, bull (any bovine)	Tiranige	ná:	n áː
63	cow, bull (any bovine)	Tiranige	ná:gè	n áː ɡ è
64	cow, bull (any bovine)	Mombo	nâ:	n âː
65	cow, bull (any bovine)	Bunoge	ná	n á
66	cow, bull (any bovine)	Penange	nà:	n àː
2316	cow-pea	Toro_Tegu	núm	n ú m
2317	cow-pea	Bangime	ɲɪ̀ɛ́	ɲ ɪ̀ ɛ́
2318	cow-pea	Sangha_So	núwⁿ	n ú wⁿ
2319	cow-pea	Ben_Tey	nùwⁿî:ⁿ	n ù wⁿ îːⁿ
2320	cow-pea	Bankan_Tey	nùmî:	n ù m îː
2321	cow-pea	Nanga	nìmî	n ì m î
2322	cow-pea	Jamsay_Douentza	nǐm	n ǐ m
2323	cow-pea	Perge_Tegu	núm	n ú m
2324	cow-pea	Jamsay_Mondoro	nǐm	n ǐ m
2325	cow-pea	Togo_Kan	nǐ:	n ǐː
2326	cow-pea	Yorno_So	nǔm	n ǔ m
2327	cow-pea	Tomo_Kan_Segue	ɲíʔíⁿ	ɲ í ʔ íⁿ
2328	cow-pea	Tommo_So	núm	n ú m
2329	cow-pea	Dogul_Dom	núm	n ú m
2330	cow-pea	Tebul_Ure	nímé	n í m é
2331	cow-pea	Yanda_Dom	nǐm	n ǐ m
2332	cow-pea	Najamba	númbúŋgó	n ú m b ú ŋ ɡ ó
2333	cow-pea	Najamba	númbé	n ú m b é
2334	cow-pea	Tiranige	nù:ŋgè	n ùː ŋ ɡ è
2335	cow-pea	Mombo	núŋgé	n ú ŋ ɡ é
2336	cow-pea	Bunoge	nù:ŋgè	n ùː ŋ ɡ è
2337	cow-pea	Penange	númgé	n ú m ɡ é
3703	critter (unspecified animate thing)	Sangha_So	kìrⁿùgú	k ì rⁿ ù ɡ ú
3704	critter (unspecified animate thing)	Sangha_So	kínú sùùⁿ	k í n ú # s ùːⁿ
3705	critter (unspecified animate thing)	Ben_Tey	yɔ́m	j ɔ́ m
3706	critter (unspecified animate thing)	Ben_Tey	yɔ́:	j ɔ́ː
3707	critter (unspecified animate thing)	Nanga	yɛ̂	j ɛ̂
3708	critter (unspecified animate thing)	Togo_Kan	ɔ̀jɔ́	ɔ̀ dʒ ɔ́
3709	critter (unspecified animate thing)	Yorno_So	kìjɛ̀ ɔ́:ⁿ	k ì dʒ ɛ̀ # ɔ́ːⁿ
3710	critter (unspecified animate thing)	Yorno_So	kìjɛ̀ kínŋú	k ì dʒ ɛ̀ # k í n ŋ ú
3711	critter (unspecified animate thing)	Tommo_So	kìnùgú	k ì n ù ɡ ú
3712	critter (unspecified animate thing)	Najamba	kóŋgò	k ó ŋ ɡ ò
3713	critter (unspecified animate thing)	Najamba	bómbò	b ó m b ò
3714	critter (unspecified animate thing)	Najamba	yɛ̂:	j ɛ̂ː
3715	critter (unspecified animate thing)	Najamba	bómbò	b ó m b ò
2459	cultivated sesame (Sesamum indicum)	Toro_Tegu	nátì	n á t ì
2460	cultivated sesame (Sesamum indicum)	Bangime	páráà	p á r âː
2461	cultivated sesame (Sesamum indicum)	Sangha_So	pɔ̀ríí	p ɔ̀ r íː
2462	cultivated sesame (Sesamum indicum)	Ben_Tey	námjú	n á m dʒ ú
2463	cultivated sesame (Sesamum indicum)	Bankan_Tey	àrɲɛ̌yⁿ	à r ɲ ɛ̌ jⁿ
2464	cultivated sesame (Sesamum indicum)	Nanga	ɛ̀síkɛ̌:ndɛ̂	ɛ̀ s í k ɛ̌ː n d ɛ̂
2465	cultivated sesame (Sesamum indicum)	Jamsay_Douentza	námɲú	n á m ɲ ú
2466	cultivated sesame (Sesamum indicum)	Perge_Tegu	pɔ̌y	p ɔ̌ j
2467	cultivated sesame (Sesamum indicum)	Jamsay_Mondoro	námɲú	n á m ɲ ú
2468	cultivated sesame (Sesamum indicum)	Togo_Kan	pɔ̀rú	p ɔ̀ r ú
2469	cultivated sesame (Sesamum indicum)	Yorno_So	pɔ́l	p ɔ́ l
2470	cultivated sesame (Sesamum indicum)	Yorno_So	pɔ̀lǐ:	p ɔ̀ l ǐː
2471	cultivated sesame (Sesamum indicum)	Tomo_Kan_Segue	hʷùhʷóⁿ	hʷ ù hʷ óⁿ
2472	cultivated sesame (Sesamum indicum)	Tommo_So	pɔ̀lìý	p ɔ̀ l ì j́
2473	cultivated sesame (Sesamum indicum)	Tebul_Ure	pɔ̀lɛ́:	p ɔ̀ l ɛ́ː
2474	cultivated sesame (Sesamum indicum)	Yanda_Dom	pàl	p à l
2475	cultivated sesame (Sesamum indicum)	Najamba	pǎ:lŋgò	p ǎː l ŋ ɡ ò
2476	cultivated sesame (Sesamum indicum)	Najamba	pǎ:lè	p ǎː l è
2477	cultivated sesame (Sesamum indicum)	Tiranige	pàlèŋgé	p à l è ŋ ɡ é
2478	cultivated sesame (Sesamum indicum)	Mombo	bíláŋgè	b í l á ŋ ɡ è
2479	cultivated sesame (Sesamum indicum)	Bunoge	pálígè	p á l í ɡ è
2480	cultivated sesame (Sesamum indicum)	Penange	pábálgè	p á b á l ɡ è
5944	cut off (branch)	Toro_Tegu	tɛ́rú	t ɛ́ r ú
5945	cut off (branch)	Toro_Tegu	tɛ́rá	t ɛ́ r á
5946	cut off (branch)	Bangime	ʒàɣá	ʒ à ɣ á
5947	cut off (branch)	Sangha_So	kɛ́ðú	k ɛ́ ð ú
5948	cut off (branch)	Ben_Tey	tɛ́rɛ́	t ɛ́ r ɛ́
5949	cut off (branch)	Bankan_Tey	tɛ́rɛ́	t ɛ́ r ɛ́
5950	cut off (branch)	Bankan_Tey	sátí	s á t í
5951	cut off (branch)	Nanga	tɛ́rɛ́	t ɛ́ r ɛ́
5952	cut off (branch)	Jamsay_Douentza	tɛ́rɛ́	t ɛ́ r ɛ́
5953	cut off (branch)	Perge_Tegu	tɛ́rɛ́	t ɛ́ r ɛ́
5954	cut off (branch)	Togo_Kan	kɛ́jɛ́	k ɛ́ dʒ ɛ́
5955	cut off (branch)	Yorno_So	kɛ́jɛ́	k ɛ́ dʒ ɛ́
5956	cut off (branch)	Yorno_So	kɛ́jɛ́	k ɛ́ dʒ ɛ́
5957	cut off (branch)	Tommo_So	kɛ́dɛ́	k ɛ́ d ɛ́
5958	cut off (branch)	Yanda_Dom	dèŋé	d è ŋ é
5959	cut off (branch)	Yanda_Dom	dèŋèlí	d è ŋ è l í
5960	cut off (branch)	Najamba	támbí	t á m b í
5961	cut off (branch)	Najamba	tàmbè	t à m b è
5962	cut off (branch)	Mombo	kɛ́rɛ́	k ɛ́ r ɛ́
4208	daytime (not night)	Toro_Tegu	nùŋùlɔ́	n ù ŋ ù l ɔ́
4209	daytime (not night)	Bangime	n nìé hùⁿ	n # n ì é # h ùⁿ
4210	daytime (not night)	Bangime	dònɛ́	d ò n ɛ́
4211	daytime (not night)	Sangha_So	àgá	à ɡ á
4212	daytime (not night)	Ben_Tey	ùsùdérⁿí:	ù s ù d é rⁿ íː
4213	daytime (not night)	Ben_Tey	ùsùdɛ́rⁿí:	ù s ù d ɛ́ rⁿ íː
4214	daytime (not night)	Bankan_Tey	ùsǐ:ⁿ	ù s ǐːⁿ
4215	daytime (not night)	Nanga	ùsìdɛ́rⁿí	ù s ì d ɛ́ rⁿ í
4216	daytime (not night)	Jamsay_Douentza	nìnúwⁿó	n ì n ú wⁿ ó
4217	daytime (not night)	Jamsay_Douentza	nìnúwⁿɔ́	n ì n ú wⁿ ɔ́
4218	daytime (not night)	Jamsay_Douentza	nùnúwⁿó	n ù n ú wⁿ ó
4219	daytime (not night)	Jamsay_Douentza	ɲálɔ́:mɔ̀	ɲ á l ɔ́ː m ɔ̀
4220	daytime (not night)	Perge_Tegu	dɛ́gú	d ɛ́ ɡ ú
4221	daytime (not night)	Gourou	nìnúwⁿò	n ì n ú wⁿ ò
4222	daytime (not night)	Jamsay_Mondoro	nìnúwⁿò	n ì n ú wⁿ ò
4223	daytime (not night)	Togo_Kan	ìsìgɛ́	ì s ì ɡ ɛ́
4224	daytime (not night)	Yorno_So	dɛ̌n	d ɛ̌ n
4225	daytime (not night)	Tommo_So	àgá	à ɡ á
4226	daytime (not night)	Tommo_So	nǎm	n ǎ m
4227	daytime (not night)	Dogul_Dom	ísìgà	í s ì ɡ à
4228	daytime (not night)	Tebul_Ure	ùdú	ù d ú
4229	daytime (not night)	Yanda_Dom	dèrⁿìŋ	d è rⁿ ì ŋ
4230	daytime (not night)	Najamba	ùjú	ù dʒ ú
4231	daytime (not night)	Tiranige	dè:ŋgú	d èː ŋ ɡ ú
4232	daytime (not night)	Mombo	gé:wⁿè	ɡ éː wⁿ è
4233	daytime (not night)	Bunoge	dènì	d è n ì
4234	daytime (not night)	Penange	gɛ̀:ⁿ	ɡ ɛ̀ːⁿ
4235	daytime (not night)	Penange	gɛ̀:dɛ̀n	ɡ ɛ̀ː d ɛ̀ n
480	die	Toro_Tegu	núm	n ú m
481	die	Toro_Tegu	núwⁿó	n ú wⁿ ó
482	die	Bangime	ʒáá	ʒ áː
483	die	Sangha_So	jíwⁿɛ́	dʒ í wⁿ ɛ́
484	die	Ben_Tey	tíwɛ́	t í w ɛ́
485	die	Bankan_Tey	tíwɛ́	t í w ɛ́
486	die	Nanga	túwɛ́	t ú w ɛ́
487	die	Nanga	tíwɛ́	t í w ɛ́
488	die	Jamsay_Douentza	núwⁿó	n ú wⁿ ó
489	die	Perge_Tegu	núwⁿó	n ú wⁿ ó
490	die	Gourou	núwⁿó	n ú wⁿ ó
491	die	Jamsay_Mondoro	núwⁿó	n ú wⁿ ó
492	die	Togo_Kan	nú:	n úː
493	die	Yorno_So	yíwⁿɛ́	j í wⁿ ɛ́
494	die	Yorno_So	yím	j í m
495	die	Tomo_Kan_Segue	nùmí	n ù m í
496	die	Tomo_Kan_Diangassagou	nùmí	n ù m í
497	die	Tommo_So	yímɛ́	j í m ɛ́
498	die	Dogul_Dom	tìbɛ́	t ì b ɛ́
499	die	Tebul_Ure	tíbá	t í b á
500	die	Yanda_Dom	tíbɛ́	t í b ɛ́
501	die	Yanda_Dom	tíbálì	t í b á l ì
502	die	Najamba	tíbɛ́	t í b ɛ́
503	die	Tiranige	tíwɔ́	t í w ɔ́
504	die	Mombo	máré	m á r é
505	die	Mombo	dwɛ́:	d w ɛ́ː
506	die	Ampari	dɔ̂: (dɔ̯ɛ́	d ɔ̂ː # d ɔ ɛ́
507	die	Ampari	dɔ̯ɛ́:rí	d ɔ ɛ́ː r í
508	die	Bunoge	dɔ́:wɛ̀	d ɔ́ː w ɛ̀
509	die	Penange	dɔ́gɛ́	d ɔ́ ɡ ɛ́
6005	dig (sth)	Toro_Tegu	gàsú	ɡ à s ú
6006	dig (sth)	Toro_Tegu	gàsá	ɡ à s á
6007	dig (sth)	Bangime	kííndù	k íː n d ù
6008	dig (sth)	Ben_Tey	gànjí	ɡ à n dʒ í
6009	dig (sth)	Bankan_Tey	gàzí	ɡ à z í
6010	dig (sth)	Nanga	gànjí	ɡ à n dʒ í
6011	dig (sth)	Nanga	gùnjó	ɡ ù n dʒ ó
6012	dig (sth)	Jamsay_Douentza	jǎ:ⁿ	dʒ ǎːⁿ
6013	dig (sth)	Perge_Tegu	gànjá	ɡ à n dʒ á
6014	dig (sth)	Gourou	zǎ:ⁿ	z ǎːⁿ
6015	dig (sth)	Jamsay_Mondoro	jǎ:ⁿ	dʒ ǎːⁿ
6016	dig (sth)	Togo_Kan	jǎ:	dʒ ǎː
6017	dig (sth)	Yorno_So	gùló	ɡ ù l ó
6018	dig (sth)	Yorno_So	gǔl	ɡ ǔ l
6019	dig (sth)	Tommo_So	gùló	ɡ ù l ó
6020	dig (sth)	Tommo_So	wànjá	w à n dʒ á
6021	dig (sth)	Tebul_Ure	gùló	ɡ ù l ó
6022	dig (sth)	Yanda_Dom	gùló	ɡ ù l ó
6023	dig (sth)	Yanda_Dom	gùlòlí	ɡ ù l ò l í
6024	dig (sth)	Najamba	gǔl	ɡ ǔ l
6025	dig (sth)	Najamba	gùlè	ɡ ù l è
6026	dig (sth)	Tiranige	gújó	ɡ ú dʒ ó
6027	dig (sth)	Mombo	gánjé	ɡ á n dʒ é
6028	dig (sth)	Bunoge	gɔ́jɛ̀	ɡ ɔ́ dʒ ɛ̀
6029	dig (sth)	Penange	gájé	ɡ á dʒ é
4021	dimensions, size	Toro_Tegu	ná:	n áː
4022	dimensions, size	Bangime	bɔ́r̃ò	b ɔ́ rⁿ ò
4023	dimensions, size	Ben_Tey	dìyⁿǎwⁿ	d ì jⁿ ǎ wⁿ
4024	dimensions, size	Jamsay_Douentza	gàrá	ɡ à r á
4025	dimensions, size	Perge_Tegu	gàrá	ɡ à r á
4026	dimensions, size	Togo_Kan	géné	ɡ é n é
4027	dimensions, size	Togo_Kan	káŋ	k á ŋ
4028	dimensions, size	Yorno_So	gìgǎ:	ɡ ì ɡ ǎː
4029	dimensions, size	Tommo_So	ìŋɛ̀ndɛ́	ì ŋ ɛ̀ n d ɛ́
4030	dimensions, size	Yanda_Dom	bìbìrⁿìŋ	b ì b ì rⁿ ì ŋ
4031	dimensions, size	Najamba	íŋgín	í ŋ ɡ í n
4032	dimensions, size	Mombo	íŋrégí	í ŋ r é ɡ í
4033	dimensions, size	Bunoge	báɲɲà	b á ɲ ɲ à
4034	dimensions, size	Penange	bàɲɲà	b à ɲ ɲ à
6385	dirty	Toro_Tegu	dɔ̀:lú	d ɔ̀ː l ú
6386	dirty	Bangime	díŋɡì	d í ŋ ɡ ì
6387	dirty	Sangha_So	lɔ̀gɔ̀ðíí	l ɔ̀ ɡ ɔ̀ ð íː
6388	dirty	Ben_Tey	lɔ́ɣɔ̀	l ɔ́ ɣ ɔ̀
6389	dirty	Bankan_Tey	dɛ̀kùsú	d ɛ̀ k ù s ú
6390	dirty	Nanga	lìsìgìrⁿɛ́	l ì s ì ɡ ì rⁿ ɛ́
6391	dirty	Jamsay_Douentza	lɔ̀ɣɔ̀gín	l ɔ̀ ɣ ɔ̀ ɡ í n
6392	dirty	Perge_Tegu	lɔ̀gɔ̀gú	l ɔ̀ ɡ ɔ̀ ɡ ú
6393	dirty	Togo_Kan	gɛ̀mɛ̀ɲú	ɡ ɛ̀ m ɛ̀ ɲ ú
6394	dirty	Yorno_So	lɔ̀gɔ̀gú	l ɔ̀ ɡ ɔ̀ ɡ ú
6395	dirty	Tommo_So	nɛ́mɛ́	n ɛ́ m ɛ́
6396	dirty	Dogul_Dom	nɛ́mɛ̀	n ɛ́ m ɛ̀
6397	dirty	Yanda_Dom	nìmdè	n ì m d è
6398	dirty	Najamba	nì:ndìgá:	n ìː n d ì ɡ áː
6399	dirty	Najamba	nì:ndìgɛ́:	n ìː n d ì ɡ ɛ́ː
6400	dirty	Tiranige	nɛ́mɛ́sá	n ɛ́ m ɛ́ s á
6401	dirty	Mombo	nɛ́mɛ́	n ɛ́ m ɛ́
6402	dirty	Bunoge	dɛ̀mɛ̀	d ɛ̀ m ɛ̀
6403	dirty	Penange	nɛ̀mɛ̀:ŋgà	n ɛ̀ m ɛ̀ː ŋ ɡ à
3740	distance, fact of being far away	Bangime	ɥúndù	ɥ ú n d ù
3741	distance, fact of being far away	Sangha_So	wàgé	w à ɡ é
3742	distance, fact of being far away	Sangha_So	párá	p á r á
3743	distance, fact of being far away	Ben_Tey	wǎ:w	w ǎː w
3744	distance, fact of being far away	Jamsay_Douentza	wàɣá	w à ɣ á
3745	distance, fact of being far away	Togo_Kan	wàwàgùná	w à w à ɡ ù n á
3746	distance, fact of being far away	Yorno_So	wùwàgú	w ù w à ɡ ú
3747	distance, fact of being far away	Tommo_So	wàgé	w à ɡ é
3748	distance, fact of being far away	Dogul_Dom	wàgòwàgóón	w à ɡ ò w à ɡ óː n
3749	distance, fact of being far away	Mombo	wájà	w á dʒ à
6314	do, make	Toro_Tegu	kárⁿú	k á rⁿ ú
6315	do, make	Toro_Tegu	kárⁿá	k á rⁿ á
6316	do, make	Bangime	jérò	dʒ é r ò
6317	do, make	Sangha_So	kárⁿá	k á rⁿ á
6318	do, make	Ben_Tey	káyⁿ	k á jⁿ
6319	do, make	Bankan_Tey	káŋ	k á ŋ
6320	do, make	Nanga	kárⁿí	k á rⁿ í
6321	do, make	Jamsay_Douentza	kárⁿá	k á rⁿ á
6322	do, make	Perge_Tegu	kárⁿá	k á rⁿ á
6323	do, make	Gourou	kárⁿá	k á rⁿ á
6324	do, make	Jamsay_Mondoro	kárⁿá	k á rⁿ á
6325	do, make	Togo_Kan	bìrɛ́	b ì r ɛ́
6326	do, make	Yorno_So	kárⁿá	k á rⁿ á
6327	do, make	Tommo_So	káná	k á n á
6328	do, make	Dogul_Dom	kànɛ́	k à n ɛ́
6329	do, make	Tebul_Ure	kán	k á n
6330	do, make	Yanda_Dom	kán	k á n
6331	do, make	Yanda_Dom	kárⁿálì	k á rⁿ á l ì
6332	do, make	Najamba	kán	k á n
6333	do, make	Najamba	kànè	k à n è
6334	do, make	Tiranige	kán	k á n
6335	do, make	Mombo	kání	k á n í
6336	do, make	Bunoge	kánì	k á n ì
6337	do, make	Penange	kání	k á n í
6338	do, make	Penange	kán	k á n
67	dog	Toro_Tegu	nènú	n è n ú
68	dog	Bangime	kùrɛ̀mɛ́	k ù r ɛ̀ m ɛ́
69	dog	Bangime	kùrìjɛ̀ɛ́	k ù r ì dʒ ɛ̌ː
70	dog	Sangha_So	ìðú	ì ð ú
71	dog	Ben_Tey	ìnjɛ̌m	ì n dʒ ɛ̌ m
72	dog	Ben_Tey	ìnjɛ́	ì n dʒ ɛ́
73	dog	Bankan_Tey	ǹjèrûm	ǹ dʒ è r û m
74	dog	Bankan_Tey	ǹjèrú	ǹ dʒ è r ú
75	dog	Nanga	nɛ̀rⁿî	n ɛ̀ rⁿ î
76	dog	Jamsay_Douentza	ìjú	ì dʒ ú
77	dog	Perge_Tegu	ìšú	ì ʃ ú
78	dog	Gourou	ìzú	ì z ú
79	dog	Jamsay_Mondoro	ìjú	ì dʒ ú
80	dog	Togo_Kan	ìsí	ì s í
81	dog	Yorno_So	ìjú	ì dʒ ú
82	dog	Tomo_Kan_Segue	ʔùjù	ʔ ù dʒ ù
83	dog	Tomo_Kan_Diangassagou	ùjù	ù dʒ ù
84	dog	Tommo_So	ìsé	ì s é
85	dog	Dogul_Dom	úŋɔ̀	ú ŋ ɔ̀
86	dog	Tebul_Ure	ìnjɛ̌:	ì n dʒ ɛ̌ː
87	dog	Tebul_Ure	ìnjɛ̀mbɔ́	ì n dʒ ɛ̀ m b ɔ́
88	dog	Yanda_Dom	ìnjɛ̀	ì n dʒ ɛ̀
89	dog	Yanda_Dom	mù	m ù
90	dog	Yanda_Dom	ǹjɛ̀	ǹ dʒ ɛ̀
91	dog	Yanda_Dom	mù	m ù
92	dog	Najamba	ŋ̀gwɛ̌:	ŋ̀ ɡ w ɛ̌ː
93	dog	Najamba	ŋ̀gwɛ̀:mbó	ŋ̀ ɡ w ɛ̀ː m b ó
94	dog	Tiranige	í:njɛ́	íː n dʒ ɛ́
95	dog	Mombo	ínjɛ̀	í n dʒ ɛ̀
96	dog	Ampari	ìjɛ́	ì dʒ ɛ́
97	dog	Bunoge	ʔínjɛ̀	ʔ í n dʒ ɛ̀
98	dog	Penange	ŋkɛ̀	ŋ k ɛ̀
1	domestic animal (esp. livestock)	Toro_Tegu	àrùzàká	à r ù z à k á
2	domestic animal (esp. livestock)	Toro_Tegu	àrzàgá	à r z à ɡ á
3	domestic animal (esp. livestock)	Bangime	ʒǐríbɛ̀ɛ̀	ʒ ǐ r í b ɛ̀ː
4	domestic animal (esp. livestock)	Sangha_So	gìnì bɛ́l	ɡ ì n ì # b ɛ́ l
5	domestic animal (esp. livestock)	Ben_Tey	àrsɛ̌:m	à r s ɛ̌ː m
6	domestic animal (esp. livestock)	Ben_Tey	àrsɛ̌:	à r s ɛ̌ː
7	domestic animal (esp. livestock)	Bankan_Tey	jáwdìm	dʒ á w d ì m
8	domestic animal (esp. livestock)	Bankan_Tey	jáwdì	dʒ á w d ì
9	domestic animal (esp. livestock)	Bankan_Tey	dá:bàm	d áː b à m
10	domestic animal (esp. livestock)	Bankan_Tey	dá:bà	d áː b à
11	domestic animal (esp. livestock)	Nanga	gàsɛ̀gɛ́	ɡ à s ɛ̀ ɡ ɛ́
12	domestic animal (esp. livestock)	Jamsay_Douentza	àsɛ̀gɛ́	à s ɛ̀ ɡ ɛ́
13	domestic animal (esp. livestock)	Jamsay_Douentza	gàsɛ̀gɛ́	ɡ à s ɛ̀ ɡ ɛ́
14	domestic animal (esp. livestock)	Perge_Tegu	àsɛ̀gɛ́	à s ɛ̀ ɡ ɛ́
15	domestic animal (esp. livestock)	Gourou	gàrsɛ̀gɛ́	ɡ à r s ɛ̀ ɡ ɛ́
16	domestic animal (esp. livestock)	Jamsay_Mondoro	àsɛ̀gɛ́	à s ɛ̀ ɡ ɛ́
17	domestic animal (esp. livestock)	Togo_Kan	gìrⁿí árúsɛ̀gɛ̀	ɡ ì rⁿ í # á r ú s ɛ̀ ɡ ɛ̀
18	domestic animal (esp. livestock)	Yorno_So	àrùsɛ̀gɛ́	à r ù s ɛ̀ ɡ ɛ́
19	domestic animal (esp. livestock)	Tomo_Kan_Segue	dà:bá	d àː b á
20	domestic animal (esp. livestock)	Tomo_Kan_Segue	byɛ̀	b j ɛ̀
21	domestic animal (esp. livestock)	Tomo_Kan_Diangassagou	dá:bá:	d áː b áː
22	domestic animal (esp. livestock)	Tommo_So	gìnɛ̀ý bɛ̀lù	ɡ ì n ɛ̀ j́ # b ɛ̀ l ù
23	domestic animal (esp. livestock)	Tommo_So	bɛ̀lú	b ɛ̀ l ú
24	domestic animal (esp. livestock)	Dogul_Dom	bɛ́lɛ̀g	b ɛ́ l ɛ̀ ɡ
25	domestic animal (esp. livestock)	Dogul_Dom	bɛ́lɛ̀gù	b ɛ́ l ɛ̀ ɡ ù
26	domestic animal (esp. livestock)	Tebul_Ure	àsɛ̀gɛ́	à s ɛ̀ ɡ ɛ́
27	domestic animal (esp. livestock)	Tebul_Ure	àsɛ̀gɛ̀mbɔ́	à s ɛ̀ ɡ ɛ̀ m b ɔ́
28	domestic animal (esp. livestock)	Yanda_Dom	àzɛ̀gɛ̀	à z ɛ̀ ɡ ɛ̀
29	domestic animal (esp. livestock)	Yanda_Dom	mú	m ú
30	domestic animal (esp. livestock)	Yanda_Dom	àsɛ̀gɛ̀	à s ɛ̀ ɡ ɛ̀
31	domestic animal (esp. livestock)	Yanda_Dom	mú	m ú
32	domestic animal (esp. livestock)	Najamba	dúmɛ́ŋgó	d ú m ɛ́ ŋ ɡ ó
33	domestic animal (esp. livestock)	Najamba	dúmɛ́:	d ú m ɛ́ː
34	domestic animal (esp. livestock)	Tiranige	bèl	b è l
35	domestic animal (esp. livestock)	Mombo	dèbù bɛ́lí	d è b ù # b ɛ́ l í
36	domestic animal (esp. livestock)	Mombo	bɛ́lí	b ɛ́ l í
37	domestic animal (esp. livestock)	Bunoge	kɔ́mbɔ̀	k ɔ́ m b ɔ̀
38	domestic animal (esp. livestock)	Penange	dá:bá	d áː b á
1828	drink (sth)	Toro_Tegu	ní	n í
1829	drink (sth)	Toro_Tegu	nɛ́	n ɛ́
1830	drink (sth)	Bangime	ɲìjɛ́	ɲ ì dʒ ɛ́
1831	drink (sth)	Sangha_So	nɔ́j	n ɔ́ dʒ
1832	drink (sth)	Ben_Tey	nɔ̌	n ɔ̌
1833	drink (sth)	Bankan_Tey	nɔ́	n ɔ́
1834	drink (sth)	Nanga	nɔ̌:	n ɔ̌ː
1835	drink (sth)	Jamsay_Douentza	nɔ̌:	n ɔ̌ː
1836	drink (sth)	Perge_Tegu	nɛ̌:	n ɛ̌ː
1837	drink (sth)	Gourou	nɔ̌:	n ɔ̌ː
1838	drink (sth)	Jamsay_Mondoro	nɔ̌:	n ɔ̌ː
1839	drink (sth)	Togo_Kan	nɔ̌:	n ɔ̌ː
1840	drink (sth)	Yorno_So	nɔ̌:	n ɔ̌ː
1841	drink (sth)	Yorno_So	nɔ̌:	n ɔ̌ː
1842	drink (sth)	Tomo_Kan_Segue	nwɛ̀:	n w ɛ̀ː
1843	drink (sth)	Tommo_So	nɔ́ɔ́	n ɔ́ː
1844	drink (sth)	Dogul_Dom	nɛ̀ɛ́	n ɛ̌ː
1845	drink (sth)	Tebul_Ure	ɲɛ́	ɲ ɛ́
1846	drink (sth)	Yanda_Dom	nìyⁿɛ́	n ì jⁿ ɛ́
1847	drink (sth)	Yanda_Dom	nìyⁿàlí	n ì jⁿ à l í
1848	drink (sth)	Najamba	nɛ́	n ɛ́
1849	drink (sth)	Tiranige	ɲɔ́:	ɲ ɔ́ː
1850	drink (sth)	Mombo	nyɛ́:	n j ɛ́ː
1851	drink (sth)	Ampari	nɔ̂:	n ɔ̂ː
1852	drink (sth)	Bunoge	nɛ̂:	n ɛ̂ː
1853	drink (sth)	Penange	nɛ́:	n ɛ́ː
6638	dry (adjective)	Toro_Tegu	mǎyⁿ	m ǎ jⁿ
6639	dry (adjective)	Bangime	jǎɡú	dʒ ǎ ɡ ú
