ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
1196	(single) grain, seed, nut	Dogul_Dom	dèné	d è n é	DB,SW
1197	(single) grain, seed, nut	Dogul_Dom	sáỳ	s á j̀	DB,SW
1198	(single) grain, seed, nut	Gourou	î:ⁿ	îːⁿ	DB,SW
1199	(single) grain, seed, nut	Jamsay_Douentza	sɛ̌yⁿ	s ɛ̌ jⁿ	DB,SW
1200	(single) grain, seed, nut	Jamsay_Mondoro	sɛ̌yⁿ	s ɛ̌ jⁿ	DB,SW
1201	(single) grain, seed, nut	Mombo	sí:	s íː	DB,SW
1202	(single) grain, seed, nut	Najamba	sê:	s êː	DB,SW
1203	(single) grain, seed, nut	Najamba	sê:ŋgò	s êː ŋ ɡ ò	DB,SW
1204	(single) grain, seed, nut	Nanga	ǹjâ	ǹ dʒ â	DB,SW
1205	(single) grain, seed, nut	Penange	sè:	s èː	DB,SW
1206	(single) grain, seed, nut	Perge_Tegu	ìšɛ̌yⁿ	ì ʃ ɛ̌ jⁿ	DB,SW
1207	(single) grain, seed, nut	Sangha_So	ìì sáá	ìː # s áː	DB,SW
1208	(single) grain, seed, nut	Tebul_Ure	íyɛ́	í j ɛ́	DB,SW
1209	(single) grain, seed, nut	Tiranige	séŋgé	s é ŋ ɡ é	DB,SW
1210	(single) grain, seed, nut	Togo_Kan	í:ⁿ	íːⁿ	DB,SW
1211	(single) grain, seed, nut	Tommo_So	ìsǎy	ì s ǎ j	DB,SW
1212	(single) grain, seed, nut	Tommo_So	íí	íː	DB,SW
1213	(single) grain, seed, nut	Tomo_Kan_Segue	mùʔìnì	m ù ʔ ì n ì	DB,SW
1214	(single) grain, seed, nut	Toro_Tegu	ìsɛ̌yⁿ	ì s ɛ̌ jⁿ	DB,SW
1215	(single) grain, seed, nut	Yanda_Dom	é:	éː	DB,SW
1216	(single) grain, seed, nut	Yorno_So	î:	îː	DB,SW
1217	(snake) bite (sb)	Bangime	táw̃á	t á wⁿ á	DB,SW
1218	(snake) bite (sb)	Bankan_Tey	kúwó	k ú w ó	DB,SW
1219	(snake) bite (sb)	Ben_Tey	kúwó	k ú w ó	DB,SW
1220	(snake) bite (sb)	Dogul_Dom	kɛ̀rɛ́	k ɛ̀ r ɛ́	DB,SW
1221	(snake) bite (sb)	Gourou	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1222	(snake) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ́ r ɛ́	DB,SW
1223	(snake) bite (sb)	Mombo	núŋgɛ́	n ú ŋ ɡ ɛ́	DB,SW
1224	(snake) bite (sb)	Najamba	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1225	(snake) bite (sb)	Nanga	kúwó	k ú w ó	DB,SW
1226	(snake) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1227	(snake) bite (sb)	Sangha_So	kɛ́rú	k ɛ́ r ú	DB,SW
1228	(snake) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ́ r ɔ́	DB,SW
1229	(snake) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1230	(snake) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1231	(snake) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ́ r á	DB,SW
1232	(snake) bite (sb)	Toro_Tegu	cɛ́rú	tʃ ɛ́ r ú	DB,SW
1233	(snake) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ́ d á l ì	DB,SW
1234	(snake) bite (sb)	Yanda_Dom	kɛ́dɛ́	k ɛ́ d ɛ́	DB,SW
1235	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1236	(st) be (somewhere)	Jamsay_Douentza	kɔ̀	k ɔ̀	DB
1237	(st) be (somewhere)	Perge_Tegu	kɔ̀	k ɔ̀	DB
1238	(st) be (somewhere)	Togo_Kan	kɔ̀	k ɔ̀	DB
1239	(st) be (somewhere)	Tommo_So	kɔ̂	k ɔ̂	DB
1240	(st) be (somewhere)	Yorno_So	kɔ̀	k ɔ̀	DB
1241	(stative negative suffix or clitic)	Ampari	ndá	n d á	DB
1242	(stative negative suffix or clitic)	Ben_Tey	=rá	r á	DB
1243	(stative negative suffix or clitic)	Bunoge	=ndá	n d á	DB
1244	(stative negative suffix or clitic)	Jamsay_Douentza	=lá	l á	DB
1245	(stative negative suffix or clitic)	Najamba	ndí	n d í	DB
1246	(stative negative suffix or clitic)	Nanga	=ǹdó	ǹ d ó	DB
1247	(stative negative suffix or clitic)	Penange	ndá	n d á	DB
1248	(stative negative suffix or clitic)	Tebul_Ure	=ndà:	n d àː	DB
1249	(stative negative suffix or clitic)	Tiranige	nà	n à	DB
1250	(stative negative suffix or clitic)	Togo_Kan	=lá	l á	DB
1251	(stative negative suffix or clitic)	Tomo_Kan_Segue	lv̀	l v̀	DB
1252	(stative negative suffix or clitic)	Toro_Tegu	ŋ̀gó	ŋ̀ ɡ ó	DB
1253	(stative negative suffix or clitic)	Yanda_Dom	ń	ń	DB
1254	(stative negative suffix or clitic)	Yorno_So	=lá	l á	DB
1255	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Jamsay_Douentza	î:	îː	DB
1256	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Toro_Tegu	dà	d à	DB
1257	(sth) not exist, there is/are not	Bangime	béè	b êː	DB,SW
1258	(sth) not exist, there is/are not	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː	DB,SW
1259	(sth) not exist, there is/are not	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1260	(sth) not exist, there is/are not	Bunoge	ʔórì	ʔ ó r ì	DB,SW
1261	(sth) not exist, there is/are not	Dogul_Dom	bùnnù	b ù n n ù	DB,SW
1262	(sth) not exist, there is/are not	Gourou	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1263	(sth) not exist, there is/are not	Jamsay_Douentza	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1264	(sth) not exist, there is/are not	Jamsay_Mondoro	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1265	(sth) not exist, there is/are not	Mombo	kóná:ⁿ ólì	k ó n áːⁿ # ó l ì	DB,SW
1266	(sth) not exist, there is/are not	Najamba	òndí	ò n d í	DB,SW
1267	(sth) not exist, there is/are not	Najamba	òndú	ò n d ú	DB,SW
1268	(sth) not exist, there is/are not	Nanga	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1269	(sth) not exist, there is/are not	Penange	wǒl	w ǒ l	DB,SW
1270	(sth) not exist, there is/are not	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1271	(sth) not exist, there is/are not	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1272	(sth) not exist, there is/are not	Togo_Kan	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1273	(sth) not exist, there is/are not	Tommo_So	òndú	ò n d ú	DB,SW
1274	(sth) not exist, there is/are not	Tommo_So	tòòlɛ́	t òː l ɛ́	DB,SW
1275	(sth) not exist, there is/are not	Toro_Tegu	yⁿáŋ̀gó	jⁿ á ŋ̀ ɡ ó	DB,SW
1276	(sth) not exist, there is/are not	Yanda_Dom	ònú	ò n ú	DB,SW
1277	(sth) not exist, there is/are not	Yorno_So	kɔ̀lɔ́	k ɔ̀ l ɔ́	DB,SW
1278	(transitive verbal derivational suffix, often opposed to mediopassive)	Ampari	dò	d ò	DB
1279	(transitive verbal derivational suffix, often opposed to mediopassive)	Ben_Tey	rv́	r v́	DB
1280	(transitive verbal derivational suffix, often opposed to mediopassive)	Bunoge	rv̀	r v̀	DB
1281	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	r	r	DB
1282	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	rɛ́	r ɛ́	DB
1283	(transitive verbal derivational suffix, often opposed to mediopassive)	Nanga	rí	r í	DB
1284	(transitive verbal derivational suffix, often opposed to mediopassive)	Penange	rv	r v	DB
1285	(transitive verbal derivational suffix, often opposed to mediopassive)	Perge_Tegu	rv́	r v́	DB
1286	(transitive verbal derivational suffix, often opposed to mediopassive)	Tebul_Ure	rí	r í	DB
1287	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	ró	r ó	DB
1288	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	rɔ́	r ɔ́	DB
1289	(transitive verbal derivational suffix, often opposed to mediopassive)	Togo_Kan	rv	r v	DB
1290	(transitive verbal derivational suffix, often opposed to mediopassive)	Tomo_Kan_Segue	rí	r í	DB
1291	(transitive verbal derivational suffix, often opposed to mediopassive)	Yanda_Dom	dv́	d v́	DB
1292	(transitive verbal derivational suffix, often opposed to mediopassive)	Yorno_So	rv́	r v́	DB
1293	(verbal noun suffix)	Ampari	ri	r i	DB
1294	(verbal noun suffix)	Ben_Tey	î:	îː	DB
1295	(verbal noun suffix)	Ben_Tey	ỳ	j̀	DB
1296	(verbal noun suffix)	Bunoge	nà	n à	DB
1297	(verbal noun suffix)	Jamsay_Douentza	gú	ɡ ú	DB
1298	(verbal noun suffix)	Jamsay_Douentza	ý	j́	DB
1299	(verbal noun suffix)	Jamsay_Douentza	ú	ú	DB
1300	(verbal noun suffix)	Najamba	lé	l é	DB
1301	(verbal noun suffix)	Najamba	ń	ń	DB
1302	(verbal noun suffix)	Najamba	ndá:	n d áː	DB
1303	(verbal noun suffix)	Nanga	ndɛ́	n d ɛ́	DB
1304	(verbal noun suffix)	Penange	l	l	DB
1305	(verbal noun suffix)	Perge_Tegu	gú	ɡ ú	DB
1306	(verbal noun suffix)	Perge_Tegu	ý	j́	DB
1307	(verbal noun suffix)	Perge_Tegu	ú	ú	DB
1308	(verbal noun suffix)	Tebul_Ure	lé	l é	DB
1309	(verbal noun suffix)	Tiranige	wà	w à	DB
1310	(verbal noun suffix)	Togo_Kan	í	í	DB
1311	(verbal noun suffix)	Togo_Kan	ú	ú	DB
1312	(verbal noun suffix)	Tomo_Kan_Segue	sɛ́ⁿ	s ɛ́ⁿ	DB
1313	(verbal noun suffix)	Toro_Tegu	rěŋ	r ě ŋ	DB
1314	(verbal noun suffix)	Toro_Tegu	ú	ú	DB
1315	(verbal noun suffix)	Yanda_Dom	ỳ	j̀	DB
1316	(verbal noun suffix)	Yanda_Dom	lé	l é	DB
1317	(verbal noun suffix)	Yanda_Dom	ù	ù	DB
1318	(verbal noun suffix)	Yorno_So	ý	j́	DB
1319	(verbal noun suffix)	Yorno_So	ú	ú	DB
1320	(water, grain, etc.) be in (container)	Jamsay_Douentza	yɔ́≡kùn	j ɔ́ k ù n	DB
1321	(water, grain, etc.) be in (container)	Najamba	gánà	ɡ á n à	DB
1322	(water, grain, etc.) be in (container)	Nanga	yá gàrⁿà	j á # ɡ à rⁿ à	DB
1323	(water, grain, etc.) be in (container)	Perge_Tegu	yá≡kùn	j á k ù n	DB
1324	(water, grain, etc.) be in (container)	Tebul_Ure	yé gàrⁿà	j é # ɡ à rⁿ à	DB
1325	(water, grain, etc.) be in (container)	Yanda_Dom	yà kún	j à # k ú n	DB
1326	(water, grain, etc.) be in (container)	Yanda_Dom	kùn	k ù n	DB
1327	(water, grain, etc.) be in (container)	Yorno_So	yá tò	j á # t ò	DB
1328	above (sth)	Ampari	kó: gà	k óː # ɡ à	DB
1329	above (sth)	Bankan_Tey	ḿbárù wò	ḿ b á r ù # w ò	DB
1330	above (sth)	Ben_Tey	wò	w ò	DB
1331	above (sth)	Bunoge	mbà	m b à	DB
1332	above (sth)	Jamsay_Douentza	mà máná lé	m à # m á n á # l é	DB
1333	above (sth)	Mombo	kó:ná ńdà	k óː n á # ń d à	DB
1334	above (sth)	Najamba	mà	m à	DB
1335	above (sth)	Nanga	gà	ɡ à	DB
1336	above (sth)	Penange	dálà bà	d á l à # b à	DB
1337	above (sth)	Perge_Tegu	wà kù:kɛ́lɛ̀	w à # k ùː k ɛ́ l ɛ̀	DB
1338	above (sth)	Tebul_Ure	nɛ̀	n ɛ̀	DB
1339	above (sth)	Tiranige	ŋà	ŋ à	DB
1340	above (sth)	Togo_Kan	kûⁿ	k ûⁿ	DB
1341	above (sth)	Tommo_So	dáá nɛ	d áː # n ɛ	DB
1342	above (sth)	Tommo_So	kúú nɛ	k úː # n ɛ	DB
1343	above (sth)	Toro_Tegu	tùŋɔ̀	t ù ŋ ɔ̀	DB
1344	above (sth)	Yanda_Dom	nà	n à	DB
1345	above (sth)	Yorno_So	nɛ̀	n ɛ̀	DB
1346	African eggplant (similar to tomato) in two varieties	Bangime	tàŋkó	t à ŋ k ó	DB,SW
1347	African eggplant (similar to tomato) in two varieties	Bankan_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́	DB,SW
1348	African eggplant (similar to tomato) in two varieties	Ben_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́	DB,SW
1349	African eggplant (similar to tomato) in two varieties	Bunoge	têw	t ê w	DB,SW
1350	African eggplant (similar to tomato) in two varieties	Dogul_Dom	kɛ́lɛ̀bɛ̀	k ɛ́ l ɛ̀ b ɛ̀	DB,SW
1351	African eggplant (similar to tomato) in two varieties	Gourou	kɛ́rúwɛ́	k ɛ́ r ú w ɛ́	DB,SW
1352	African eggplant (similar to tomato) in two varieties	Jamsay_Douentza	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́	DB,SW
1353	African eggplant (similar to tomato) in two varieties	Jamsay_Mondoro	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́	DB,SW
1354	African eggplant (similar to tomato) in two varieties	Mombo	kélyé	k é l j é	DB,SW
1355	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1356	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́ŋgó	k ɛ́ l b ɛ́ ŋ ɡ ó	DB,SW
1357	African eggplant (similar to tomato) in two varieties	Nanga	kɛ́wrɛ́	k ɛ́ w r ɛ́	DB,SW
1358	African eggplant (similar to tomato) in two varieties	Penange	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1359	African eggplant (similar to tomato) in two varieties	Perge_Tegu	kɛ́wrɛ́	k ɛ́ w r ɛ́	DB,SW
1360	African eggplant (similar to tomato) in two varieties	Sangha_So	kɛ́líjɛ́	k ɛ́ l í dʒ ɛ́	DB,SW
1361	African eggplant (similar to tomato) in two varieties	Tebul_Ure	kɛ́lbá	k ɛ́ l b á	DB,SW
1362	African eggplant (similar to tomato) in two varieties	Tiranige	cɛ̀llɛ́	tʃ ɛ̀ l l ɛ́	DB,SW
1363	African eggplant (similar to tomato) in two varieties	Togo_Kan	kɛ́wɛ́rɛ́	k ɛ́ w ɛ́ r ɛ́	DB,SW
1364	African eggplant (similar to tomato) in two varieties	Tommo_So	ànsààrà kɛ́lbɛ̀	à n s àː r à # k ɛ́ l b ɛ̀	DB,SW
1365	African eggplant (similar to tomato) in two varieties	Tomo_Kan_Segue	cɛ́:lɛ́	tʃ ɛ́ː l ɛ́	DB,SW
1366	African eggplant (similar to tomato) in two varieties	Toro_Tegu	kɛ́rɛ́bɛ́rɛ́	k ɛ́ r ɛ́ b ɛ́ r ɛ́	DB,SW
1367	African eggplant (similar to tomato) in two varieties	Yanda_Dom	cɛ́lbá	tʃ ɛ́ l b á	DB,SW
1368	African eggplant (similar to tomato) in two varieties	Yorno_So	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1369	all, every	Ampari	sáw	s á w	DB,SW
1370	all, every	Bangime	páⁿ	p áⁿ	DB,SW
1371	all, every	Bankan_Tey	bê:	b êː	DB,SW
1372	all, every	Ben_Tey	dàⁿwôy	d àⁿ w ô j	DB,SW
1373	all, every	Ben_Tey	dòwôy	d ò w ô j	DB,SW
1374	all, every	Ben_Tey	náŋànà:	n á ŋ à n àː	DB,SW
1375	all, every	Ben_Tey	náŋnà:	n á ŋ n àː	DB,SW
1376	all, every	Ben_Tey	cɛ̂m	tʃ ɛ̂ m	DB,SW
1377	all, every	Ben_Tey	cɛ̂w	tʃ ɛ̂ w	DB,SW
1378	all, every	Ben_Tey	wôy	w ô j	DB,SW
1379	all, every	Bunoge	kúndú	k ú n d ú	DB,SW
1380	all, every	Bunoge	sàkáy	s à k á j	DB,SW
1381	all, every	Dogul_Dom	fú	f ú	DB,SW
1382	all, every	Gourou	kɛ̂w	k ɛ̂ w	DB,SW
1383	all, every	Jamsay_Douentza	fú:	f úː	DB,SW
1384	all, every	Jamsay_Douentza	sóy	s ó j	DB,SW
1385	all, every	Jamsay_Douentza	cɛ̂w	tʃ ɛ̂ w	DB,SW
1386	all, every	Jamsay_Mondoro	fú:	f úː	DB,SW
1387	all, every	Mombo	sélè:	s é l èː	DB,SW
1388	all, every	Najamba	dîn	d î n	DB,SW
1389	all, every	Nanga	bé:ndè	b éː n d è	DB,SW
1390	all, every	Nanga	bú	b ú	DB,SW
1391	all, every	Nanga	fú	f ú	DB,SW
1392	all, every	Nanga	kéréw	k é r é w	DB,SW
1393	all, every	Nanga	pɔ́s	p ɔ́ s	DB,SW
1394	all, every	Nanga	pú	p ú	DB,SW
1395	all, every	Penange	sèlè	s è l è	DB,SW
1396	all, every	Perge_Tegu	kéréw	k é r é w	DB,SW
1397	all, every	Perge_Tegu	kɛ̂w	k ɛ̂ w	DB,SW
1398	all, every	Perge_Tegu	pú	p ú	DB,SW
1399	all, every	Sangha_So	pùú	p ǔː	DB,SW
1400	all, every	Tiranige	címà	tʃ í m à	DB,SW
1401	all, every	Togo_Kan	sâⁿ	s âⁿ	DB,SW
1402	all, every	Tommo_So	kɛ́m	k ɛ́ m	DB,SW
1403	all, every	Toro_Tegu	kěylèyà:fú:	k ě j l è j àː f úː	DB,SW
1404	all, every	Toro_Tegu	kǒwlèyà:fú:	k ǒ w l è j àː f úː	DB,SW
1405	all, every	Toro_Tegu	cěwlà:fú:	tʃ ě w l àː f úː	DB,SW
1406	all, every	Toro_Tegu	cɛ̌yyà:fú:	tʃ ɛ̌ j j àː f úː	DB,SW
1407	all, every	Yanda_Dom	pú	p ú	DB,SW
1408	all, every	Yanda_Dom	cɛ̂m	tʃ ɛ̂ m	DB,SW
1409	all, every	Yorno_So	pú	p ú	DB,SW
1410	also, too	Ampari	be	b e	DB
1411	also, too	Bankan_Tey	kálà	k á l à	DB
1412	also, too	Ben_Tey	yà	j à	DB
1413	also, too	Ben_Tey	kálà	k á l à	DB
1414	also, too	Bunoge	fè	f è	DB
1415	also, too	Dogul_Dom	là	l à	DB
1416	also, too	Jamsay_Douentza	kâ:ⁿ	k ã̂ː	DB
1417	also, too	Mombo	ɛ̀:lá	ɛ̀ː l á	DB
1418	also, too	Mombo	là	l à	DB
1419	also, too	Najamba	là	l à	DB
1420	also, too	Nanga	yáŋá	j á ŋ á	DB
1421	also, too	Penange	pé	p é	DB
1422	also, too	Perge_Tegu	kálà	k á l à	DB
1423	also, too	Tiranige	là	l à	DB
1424	also, too	Togo_Kan	kàrⁿà	k à rⁿ à	DB
1425	also, too	Togo_Kan	kâⁿ	k âⁿ	DB
1426	also, too	Tommo_So	lɛ́	l ɛ́	DB
1427	also, too	Toro_Tegu	mánì	m á n ì	DB
1428	also, too	Yanda_Dom	là	l à	DB
1429	also, too	Yorno_So	kàrⁿà	k à rⁿ à	DB
1430	and (X and Y, nouns)	Bunoge	yà Y yà	j à # # j à	DB
1431	and (X and Y, nouns)	Dogul_Dom	yàŋ Y yàŋ	j à ŋ # # j à ŋ	DB
1432	and (X and Y, nouns)	Mombo	ńdô:	ń d ôː	DB
1433	and (X and Y, nouns)	Tommo_So	le le	l e # l e	DB
1434	and then ... (past-time different-subject anterior subordinator)	Ben_Tey	=ǹ	ǹ	DB
1435	and then ... (past-time different-subject anterior subordinator)	Ben_Tey	=nì	n ì	DB
1436	and then ... (past-time different-subject anterior subordinator)	Jamsay_Douentza	jɛ́ mèyⁿ	dʒ ɛ́ # m è jⁿ	DB
1437	and then ... (past-time different-subject anterior subordinator)	Jamsay_Douentza	gá: kân	ɡ áː # k â n	DB
1438	and then ... (past-time different-subject anterior subordinator)	Najamba	jɛ̂:	dʒ ɛ̂ː	DB
1439	and then ... (past-time different-subject anterior subordinator)	Nanga	nà	n à	DB
1440	and then ... (past-time different-subject anterior subordinator)	Nanga	náŋà	n á ŋ à	DB
1441	and then ... (past-time different-subject anterior subordinator)	Nanga	náŋàyⁿ	n á ŋ à jⁿ	DB
1442	and then ... (past-time different-subject anterior subordinator)	Nanga	nâ:yⁿ	n âː jⁿ	DB
1443	and then ... (past-time different-subject anterior subordinator)	Perge_Tegu	gâ:	ɡ âː	DB
1444	and then ... (past-time different-subject anterior subordinator)	Tebul_Ure	kánà	k á n à	DB
1445	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	gíǹ dè	ɡ í ǹ # d è	DB
1446	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	kɛ́rⁿɛ̀	k ɛ́ rⁿ ɛ̀	DB
1447	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	kɛ̂:ⁿ	k ɛ̂ːⁿ	DB
1448	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	ǹ dè	ǹ # d è	DB
1449	and then ... (past-time different-subject anterior subordinator)	Yanda_Dom	do	d o	DB
1450	and then (past-time same-subject anterior subordinator)	Ampari	é	é	DB
1451	and then (past-time same-subject anterior subordinator)	Ben_Tey	=ń	ń	DB
1452	and then (past-time same-subject anterior subordinator)	Ben_Tey	=ní	n í	DB
1453	and then (past-time same-subject anterior subordinator)	Jamsay_Douentza	màyⁿ	m à jⁿ	DB
1454	and then (past-time same-subject anterior subordinator)	Jamsay_Douentza	mèyⁿ	m è jⁿ	DB
1455	and then (past-time same-subject anterior subordinator)	Najamba	nɛ̀	n ɛ̀	DB
1456	and then (past-time same-subject anterior subordinator)	Nanga	ŋ	ŋ	DB
1457	and then (past-time same-subject anterior subordinator)	Perge_Tegu	wàyⁿ	w à jⁿ	DB
1458	and then (past-time same-subject anterior subordinator)	Tebul_Ure	gín	ɡ í n	DB
1459	and then (past-time same-subject anterior subordinator)	Togo_Kan	e:	eː	DB
1460	and then (past-time same-subject anterior subordinator)	Togo_Kan	ɛ:	ɛː	DB
1461	and then (past-time same-subject anterior subordinator)	Togo_Kan	i:	iː	DB
1462	and then (past-time same-subject anterior subordinator)	Tomo_Kan_Segue	ɛ́:	ɛ́ː	DB
1463	and then (past-time same-subject anterior subordinator)	Toro_Tegu	=m̀	m̀	DB
1464	and then (past-time same-subject anterior subordinator)	Toro_Tegu	mà	m à	DB
1465	and then (past-time same-subject anterior subordinator)	Yanda_Dom	y	j	DB
1466	animal fat (in meat)	Ampari	sìwò	s ì w ò	DB
1467	animal fat (in meat)	Bankan_Tey	sî:ⁿ	s îːⁿ	DB
1468	animal fat (in meat)	Ben_Tey	sî:ⁿ	s îːⁿ	DB
1469	animal fat (in meat)	Bunoge	sìwò	s ì w ò	DB
1470	animal fat (in meat)	Dogul_Dom	síìŋ	s îː ŋ	DB
1471	animal fat (in meat)	Jamsay_Douentza	sê:	s êː	DB
1472	animal fat (in meat)	Jamsay_Mondoro	sê:	s êː	DB
1473	animal fat (in meat)	Mombo	síwó	s í w ó	DB
1474	animal fat (in meat)	Najamba	sî:	s îː	DB
1475	animal fat (in meat)	Najamba	sî:ŋgò	s îː ŋ ɡ ò	DB
1476	animal fat (in meat)	Nanga	síyⁿɛ̂	s í jⁿ ɛ̂	DB
1477	animal fat (in meat)	Penange	nù:	n ùː	DB
1478	animal fat (in meat)	Perge_Tegu	šíyè	ʃ í j è	DB
1479	animal fat (in meat)	Sangha_So	nàwⁿà síí	n à wⁿ à # s íː	DB
1480	animal fat (in meat)	Tebul_Ure	sé:	s éː	DB
1481	animal fat (in meat)	Tiranige	sìyò	s ì j ò	DB
1482	animal fat (in meat)	Togo_Kan	nɔ̀wⁿɔ̀síwé	n ɔ̀ wⁿ ɔ̀ s í w é	DB
1483	animal fat (in meat)	Tommo_So	nàmà síyé	n à m à # s í j é	DB
1484	animal fat (in meat)	Tomo_Kan_Diangassagou	swé:	s w éː	DB
1485	animal fat (in meat)	Tomo_Kan_Segue	swé:	s w éː	DB
1486	animal fat (in meat)	Toro_Tegu	síwó	s í w ó	DB
1487	animal fat (in meat)	Yanda_Dom	sɔ́ŋɔ̀	s ɔ́ ŋ ɔ̀	DB
1488	animal fat (in meat)	Yorno_So	sî:	s îː	DB
1489	arm	Bangime	nnìì	n n ìː	DB
1490	arm	Bankan_Tey	nǎ:	n ǎː	DB
1491	arm	Ben_Tey	nǎ:	n ǎː	DB
1492	arm	Bunoge	númɛ̀	n ú m ɛ̀	DB
1493	arm	Dogul_Dom	nùmɔ́	n ù m ɔ́	DB
1494	arm	Jamsay_Douentza	nùmó	n ù m ó	DB
1495	arm	Najamba	nùmǎ:	n ù m ǎː	DB
1496	arm	Najamba	nùmɛ̌:	n ù m ɛ̌ː	DB
1497	arm	Nanga	nǎ:	n ǎː	DB
1498	arm	Perge_Tegu	nùwⁿó	n ù wⁿ ó	DB
1499	arm	Sangha_So	nɔ́ɔ́	n ɔ́ː	DB
1500	arm	Sangha_So	nùmɔ́	n ù m ɔ́	DB
1501	arm	Tebul_Ure	nùmǎ:	n ù m ǎː	DB
1502	arm	Tiranige	númá	n ú m á	DB
1503	arm	Tommo_So	nùmɔ́	n ù m ɔ́	DB
1504	arm	Toro_Tegu	lɔ́	l ɔ́	DB
1505	arm	Yanda_Dom	nùmà	n ù m à	DB
1506	arm	Yorno_So	nǒyⁿ	n ǒ jⁿ	DB
1507	ashes	Ampari	dɔ̀:yé	d ɔ̀ː j é	DB,LJ,SW
1508	ashes	Bangime	túɥɛ̀	t ú ɥ ɛ̀	DB,LJ,SW
1509	ashes	Bankan_Tey	dɔ̀yⁿɔ̌yⁿ	d ɔ̀ jⁿ ɔ̌ jⁿ	DB,LJ,SW
1510	ashes	Ben_Tey	dɔ̀yⁿɔ̌yⁿ	d ɔ̀ jⁿ ɔ̌ jⁿ	DB,LJ,SW
1511	ashes	Bunoge	díwɔ̀	d í w ɔ̀	DB,LJ,SW
1512	ashes	Dogul_Dom	dɔ́ɔ̀	d ɔ̂ː	DB,LJ,SW
1513	ashes	Gourou	ɛ́:rⁿɛ̀	ɛ́ː rⁿ ɛ̀	DB,LJ,SW
1514	ashes	Jamsay_Douentza	dɔ̀yⁿɔ́	d ɔ̀ jⁿ ɔ́	DB,LJ,SW
1515	ashes	Mombo	dwɛ̂:	d w ɛ̂ː	DB,LJ,SW
1516	ashes	Najamba	dɔ̀dɛ̌:	d ɔ̀ d ɛ̌ː	DB,LJ,SW
1517	ashes	Najamba	dɔ̀dɛ̌:ŋgó	d ɔ̀ d ɛ̌ː ŋ ɡ ó	DB,LJ,SW
1518	ashes	Nanga	dùyá	d ù j á	DB,LJ,SW
1519	ashes	Penange	dwɛ̀:	d w ɛ̀ː	DB,LJ,SW
1520	ashes	Perge_Tegu	dɔ̀yⁿɔ́	d ɔ̀ jⁿ ɔ́	DB,LJ,SW
1521	ashes	Sangha_So	únɔ́	ú n ɔ́	DB,LJ,SW
1522	ashes	Tebul_Ure	dɔ̀ɛ́	d ɔ̀ ɛ́	DB,LJ,SW
1523	ashes	Tiranige	dwɛ́:	d w ɛ́ː	DB,LJ,SW
1524	ashes	Togo_Kan	dɔ̀yⁿɛ́	d ɔ̀ jⁿ ɛ́	DB,LJ,SW
