ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
830	(Locative, basic postposition)	Donno_So	dà: 	d àː	DB
831	(Locative, basic postposition)	Donno_So	 rà:	r àː	DB
832	(Locative, basic postposition)	Donno_So	nì 	n ì	DB
833	(Locative, basic postposition)	Donno_So	 nɛ̀	n ɛ̀	DB
834	(logophoric singular pronoun)	Ampari	á	á	DB,SW
835	(logophoric singular pronoun)	Bangime	káẁ	k á ẁ	DB,SW
836	(logophoric singular pronoun)	Bankan_Tey	á	á	DB,SW
837	(logophoric singular pronoun)	Ben_Tey	á	á	DB,SW
838	(logophoric singular pronoun)	Jamsay_Douentza	ɛ̀nɛ́	ɛ̀ n ɛ́	DB,SW
839	(logophoric singular pronoun)	Jamsay_Douentza	ìnɛ́	ì n ɛ́	DB,SW
840	(logophoric singular pronoun)	Jamsay_Mondoro	ɛ̀nɛ́	ɛ̀ n ɛ́	DB,SW
841	(logophoric singular pronoun)	Mombo	à	à	DB,SW
842	(logophoric singular pronoun)	Nanga	á	á	DB,SW
843	(logophoric singular pronoun)	Perge_Tegu	ɛ̀lɛ́	ɛ̀ l ɛ́	DB,SW
844	(logophoric singular pronoun)	Tebul_Ure	á	á	DB,SW
845	(logophoric singular pronoun)	Tebul_Ure	m	m	DB,SW
846	(logophoric singular pronoun)	Togo_Kan	ɛ̀nɛ́	ɛ̀ n ɛ́	DB,SW
847	(logophoric singular pronoun)	Tommo_So	ǹdɛ̀mɔ́	ǹ d ɛ̀ m ɔ́	DB,SW
848	(logophoric singular pronoun)	Toro_Tegu	àsí	à s í	DB,SW
849	(logophoric singular pronoun)	Yanda_Dom	á	á	DB,SW
850	(logophoric singular pronoun)	Yorno_So	ùnɔ́:	ù n ɔ́ː	DB,SW
851	(logophoric singular pronoun)	Dogul_Dom	mmɛ́	m m ɛ́	DB,SW
852	(logophoric singular pronoun)	Donno_So	ǹjèmɛ́	ǹ dʒ è m ɛ́	DB,SW
853	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Ben_Tey	rɛ̀	r ɛ̀	DB
854	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Jamsay_Douentza	â:	âː	DB
855	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Jamsay_Douentza	yà	j à	DB
856	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Jamsay_Douentza	yɛ̀	j ɛ̀	DB
857	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Nanga	ɛ̀rɛ̀	ɛ̀ r ɛ̀	DB
858	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Perge_Tegu	â:	âː	DB
859	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Perge_Tegu	yɛ̀	j ɛ̀	DB
860	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Tebul_Ure	à:	àː	DB
861	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Tebul_Ure	yà:	j àː	DB
862	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Toro_Tegu	wòrè	w ò r è	DB
863	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Toro_Tegu	wɔ̀rè	w ɔ̀ r è	DB
864	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Yorno_So	à:	àː	DB
865	(marked perfective-1a suffix or aux for motion and middle verbs, e.g. -ya, -ɛrɛ, -a:)	Yorno_So	à:y	àː j	DB
866	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Ben_Tey	tî	t î	DB
867	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Jamsay_Douentza	tì	t ì	DB
868	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Nanga	tì	t ì	DB
869	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Perge_Tegu	tì	t ì	DB
870	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Tebul_Ure	tì	t ì	DB
871	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Toro_Tegu	wòsì	w ò s ì	DB
872	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Toro_Tegu	wɔ̀sì	w ɔ̀ s ì	DB
873	(marked perfective-1b suffix or aux for active verbs, e.g. -ti-)	Yorno_So	tì	t ì	DB
874	(mediopassive/middle suffix, with minor variants parenthesized)	Ampari	yɛ	j ɛ	DB
875	(mediopassive/middle suffix, with minor variants parenthesized)	Ben_Tey	yv́	j v́	DB
876	(mediopassive/middle suffix, with minor variants parenthesized)	Bunoge	Cv̀	v̀	DB
877	(mediopassive/middle suffix, with minor variants parenthesized)	Najamba	y	j	DB
878	(mediopassive/middle suffix, with minor variants parenthesized)	Najamba	yɛ́	j ɛ́	DB
879	(mediopassive/middle suffix, with minor variants parenthesized)	Nanga	yí	j í	DB
880	(mediopassive/middle suffix, with minor variants parenthesized)	Penange	yv	j v	DB
881	(mediopassive/middle suffix, with minor variants parenthesized)	Perge_Tegu	yv́	j v́	DB
882	(mediopassive/middle suffix, with minor variants parenthesized)	Tebul_Ure	e:	eː	DB
883	(mediopassive/middle suffix, with minor variants parenthesized)	Tebul_Ure	i:	iː	DB
884	(mediopassive/middle suffix, with minor variants parenthesized)	Tiranige	yó	j ó	DB
885	(mediopassive/middle suffix, with minor variants parenthesized)	Tiranige	yɔ́	j ɔ́	DB
886	(mediopassive/middle suffix, with minor variants parenthesized)	Togo_Kan	ɛ:	ɛː	DB
887	(mediopassive/middle suffix, with minor variants parenthesized)	Togo_Kan	i:	iː	DB
888	(mediopassive/middle suffix, with minor variants parenthesized)	Yanda_Dom	yv́	j v́	DB
889	(mediopassive/middle suffix, with minor variants parenthesized)	Yorno_So	ɛ́:/í:	ɛ́ː íː	DB
890	(mediopassive/middle suffix, with minor variants parenthesized)	Mombo	-yɛ̂: 	j ɛ̂ː	DB
891	(mediopassive/middle suffix, with minor variants parenthesized)	Mombo	 -yê:	j êː	DB
892	(mediopassive/middle suffix, with minor variants parenthesized)	Donno_So	-ɛ:-	ɛː	DB
893	(mediopassive/middle suffix, with minor variants parenthesized)	Donno_So	-e:-	eː	DB
894	(mediopassive/middle suffix, with minor variants parenthesized)	Donno_So	-i:-	iː	DB
895	(negative morpheme after nonzero 'it is...' clitic)	Ampari	rà	r à	DB
896	(negative morpheme after nonzero 'it is...' clitic)	Bunoge	=là	l à	DB
897	(negative morpheme after nonzero 'it is...' clitic)	Jamsay_Douentza	=là:	l àː	DB
898	(negative morpheme after nonzero 'it is...' clitic)	Jamsay_Mondoro	là:	l àː	DB
899	(negative morpheme after nonzero 'it is...' clitic)	Najamba	là	l à	DB
900	(negative morpheme after nonzero 'it is...' clitic)	Nanga	ǹdó	ǹ d ó	DB
901	(negative morpheme after nonzero 'it is...' clitic)	Perge_Tegu	rà:	r àː	DB
902	(negative morpheme after nonzero 'it is...' clitic)	Togo_Kan	lò	l ò	DB
903	(negative morpheme after nonzero 'it is...' clitic)	Yorno_So	=lǎ:	l ǎː	DB
904	(negative suffix after sv- 'have')	Ampari	ndá	n d á	DB
905	(negative suffix after sv- 'have')	Ben_Tey	ló	l ó	DB
906	(negative suffix after sv- 'have')	Bunoge	ndá	n d á	DB
907	(negative suffix after sv- 'have')	Jamsay_Douentza	rá	r á	DB
908	(negative suffix after sv- 'have')	Jamsay_Mondoro	rá	r á	DB
909	(negative suffix after sv- 'have')	Mombo	nda	n d a	DB
910	(negative suffix after sv- 'have')	Najamba	ndi	n d i	DB
911	(negative suffix after sv- 'have')	Nanga	ǹdó	ǹ d ó	DB
912	(negative suffix after sv- 'have')	Penange	ndá	n d á	DB
913	(negative suffix after sv- 'have')	Perge_Tegu	rá	r á	DB
914	(negative suffix after sv- 'have')	Tiranige	nà	n à	DB
915	(negative suffix after sv- 'have')	Togo_Kan	rá	r á	DB
916	(negative suffix after sv- 'have')	Tommo_So	lɛ́	l ɛ́	DB
917	(negative suffix after sv- 'have')	Toro_Tegu	rá	r á	DB
918	(negative suffix after sv- 'have')	Yanda_Dom	ń	ń	DB
919	(negative suffix after sv- 'have')	Yorno_So	lɛ́	l ɛ́	DB
920	(negative suffix after sv- 'have')	Tebul_Ure	=ndɔ̀:	n d ɔ̀ː	DB
921	(negative suffix after sv- 'have')	Donno_So	-lv́	l v́	DB
922	(negative suffix after wo-/ko- 'be')	Jamsay_Douentza	rɔ́	r ɔ́	DB
923	(negative suffix after wo-/ko- 'be')	Jamsay_Mondoro	rɔ́	r ɔ́	DB
924	(negative suffix after wo-/ko- 'be')	Penange	l	l	DB
925	(negative suffix after wo-/ko- 'be')	Togo_Kan	rɔ́	r ɔ́	DB
926	(negative suffix after wo-/ko- 'be')	Yorno_So	lɔ́	l ɔ́	DB
927	(negative suffix after wo-/ko- 'be')	Donno_So	-lv́	l v́	DB
928	(negative suffix or clitic after predicative adjective)	Ampari	ndà	n d à	DB
929	(negative suffix or clitic after predicative adjective)	Bunoge	ʔórì	ʔ ó r ì	DB
930	(negative suffix or clitic after predicative adjective)	Jamsay_Douentza	=lá	l á	DB
931	(negative suffix or clitic after predicative adjective)	Jamsay_Mondoro	lá	l á	DB
932	(negative suffix or clitic after predicative adjective)	Mombo	lá	l á	DB
933	(negative suffix or clitic after predicative adjective)	Najamba	=ǹdá	ǹ d á	DB
934	(negative suffix or clitic after predicative adjective)	Nanga	ǹdó	ǹ d ó	DB
935	(negative suffix or clitic after predicative adjective)	Penange	yà wǒl	j à # w ǒ l	DB
936	(negative suffix or clitic after predicative adjective)	Perge_Tegu	rá	r á	DB
937	(negative suffix or clitic after predicative adjective)	Tiranige	nà	n à	DB
938	(negative suffix or clitic after predicative adjective)	Tiranige	órâ	ó r â	DB
939	(negative suffix or clitic after predicative adjective)	Togo_Kan	=lá	l á	DB
940	(negative suffix or clitic after predicative adjective)	Tommo_So	lɛ́	l ɛ́	DB
941	(negative suffix or clitic after predicative adjective)	Toro_Tegu	sàrá	s à r á	DB
942	(negative suffix or clitic after predicative adjective)	Yanda_Dom	=lǎ	l ǎ	DB
943	(negative suffix or clitic after predicative adjective)	Yorno_So	lá	l á	DB
944	(negative suffix or clitic after predicative adjective)	Tebul_Ure	=lá	l á	DB
945	(negative suffix or clitic after predicative adjective)	Donno_So	wɔ̀-ĺ	w ɔ̀ l	DB
946	(negative suffix or clitic after predicative adjective)	Donno_So	=lǎ:	l ǎː	DB
947	(not) any	Ampari	tà: bé:	t àː # b éː	DB
948	(not) any	Ben_Tey	kâ:ⁿ	k ã̂ː	DB
949	(not) any	Jamsay_Douentza	kâ:ⁿ	k ã̂ː	DB
950	(not) any	Nanga	kámâ	k á m â	DB
951	(not) any	Nanga	kɔ̀ kámâ	k ɔ̀ # k á m â	DB
952	(not) any	Penange	hál tà:ŋgà	h á l # t àː ŋ ɡ à	DB
953	(not) any	Perge_Tegu	kâ:ⁿ	k ã̂ː	DB
954	(not) any	Tiranige	hàlí	h à l í	DB
955	(not) any	Togo_Kan	pɔ̂:ⁿ	p ɔ̂ːⁿ	DB
956	(not) any	Toro_Tegu	kálá:	k á l áː	DB
957	(not) any	Yanda_Dom	kámá	k á m á	DB
958	(not) any	Yorno_So	kâ:ⁿ	k ã̂ː	DB
959	(not) any	Donno_So	túrù-lɔ̀	t ú r ù l ɔ̀	DB
960	(passive suffix or clitic)	Ben_Tey	yɛ́y	j ɛ́ j	DB
961	(passive suffix or clitic)	Ben_Tey	wú	w ú	DB
962	(passive suffix or clitic)	Bunoge	é: bò	éː # b ò	DB
963	(passive suffix or clitic)	Bunoge	ɛ́: bò	ɛ́ː # b ò	DB
964	(passive suffix or clitic)	Bunoge	í: bò	íː # b ò	DB
965	(passive suffix or clitic)	Bunoge	mì	m ì	DB
966	(passive suffix or clitic)	Jamsay_Douentza	wv́	w v́	DB
967	(passive suffix or clitic)	Najamba	à:=y	àː j	DB
968	(passive suffix or clitic)	Nanga	yɛ́	j ɛ́	DB
969	(passive suffix or clitic)	Penange	é: bò	éː # b ò	DB
970	(passive suffix or clitic)	Penange	ɛ́: bò	ɛ́ː # b ò	DB
971	(passive suffix or clitic)	Penange	í: bò	íː # b ò	DB
972	(passive suffix or clitic)	Penange	mû:	m ûː	DB
973	(passive suffix or clitic)	Togo_Kan	mv	m v	DB
974	(passive suffix or clitic)	Toro_Tegu	mv́	m v́	DB
975	(passive suffix or clitic)	Yanda_Dom	mɛ́	m ɛ́	DB
976	(passive suffix or clitic)	Yorno_So	mɔ́	m ɔ́	DB
977	(passive suffix or clitic)	Donno_So	-mv	m v	DB
978	(Past morpheme, conjugatable)	Ben_Tey	=bɛ	b ɛ	DB
979	(Past morpheme, conjugatable)	Najamba	=bɛ	b ɛ	DB
980	(Past morpheme, conjugatable)	Nanga	=bɛ	b ɛ	DB
981	(Past morpheme, conjugatable)	Tiranige	ɛ	ɛ	DB
982	(Past morpheme, conjugatable)	Tiranige	ye	j e	DB
983	(Past morpheme, conjugatable)	Yanda_Dom	=bɛ	b ɛ	DB
984	(Past morpheme, conjugatable)	Yorno_So	=bé	b é	DB
985	(Past morpheme, conjugatable)	Tebul_Ure	=bì-	b ì	DB
986	(Past morpheme, conjugatable)	Donno_So	=be-	b e	DB
987	(Past morpheme, invariant)	Ampari	wɛ́	w ɛ́	DB
988	(Past morpheme, invariant)	Bunoge	mbɛ̀	m b ɛ̀	DB
989	(Past morpheme, invariant)	Bunoge	wɛ̀	w ɛ̀	DB
990	(Past morpheme, invariant)	Jamsay_Douentza	jì:ⁿ	dʒ ìːⁿ	DB
991	(Past morpheme, invariant)	Jamsay_Douentza	jǐ:ⁿ	dʒ ǐːⁿ	DB
992	(Past morpheme, invariant)	Penange	yè	j è	DB
993	(Past morpheme, invariant)	Tomo_Kan_Segue	=wⁿ	wⁿ	DB
994	(Past morpheme, invariant)	Toro_Tegu	nɔ̀	n ɔ̀	DB
995	(perfective negative suffix)	Ampari	rí	r í	DB
996	(perfective negative suffix)	Ben_Tey	rí	r í	DB
997	(perfective negative suffix)	Bunoge	lì	l ì	DB
998	(perfective negative suffix)	Jamsay_Douentza	lí	l í	DB
999	(perfective negative suffix)	Jamsay_Mondoro	lí	l í	DB
1000	(perfective negative suffix)	Mombo	lì	l ì	DB
1001	(perfective negative suffix)	Najamba	l	l	DB
1002	(perfective negative suffix)	Nanga	rí	r í	DB
1003	(perfective negative suffix)	Penange	l	l	DB
1004	(perfective negative suffix)	Perge_Tegu	rí	r í	DB
1005	(perfective negative suffix)	Tiranige	nì	n ì	DB
1006	(perfective negative suffix)	Togo_Kan	lí	l í	DB
1007	(perfective negative suffix)	Tommo_So	lí	l í	DB
1008	(perfective negative suffix)	Toro_Tegu	lí	l í	DB
1009	(perfective negative suffix)	Toro_Tegu	rí	r í	DB
1010	(perfective negative suffix)	Yanda_Dom	li	l i	DB
1011	(perfective negative suffix)	Yorno_So	l	l	DB
1012	(perfective negative suffix)	Donno_So	-lí	l í	DB
1013	(perfective-2, e.g. -so/-sa/-sɛ)	Ben_Tey	sô	s ô	DB
1014	(perfective-2, e.g. -so/-sa/-sɛ)	Jamsay_Douentza	sà	s à	DB
1015	(perfective-2, e.g. -so/-sa/-sɛ)	Najamba	jò	dʒ ò	DB
1016	(perfective-2, e.g. -so/-sa/-sɛ)	Najamba	jògâ:	dʒ ò ɡ âː	DB
1017	(perfective-2, e.g. -so/-sa/-sɛ)	Nanga	só	s ó	DB
1018	(perfective-2, e.g. -so/-sa/-sɛ)	Perge_Tegu	sà	s à	DB
1019	(perfective-2, e.g. -so/-sa/-sɛ)	Tiranige	sà	s à	DB
1020	(perfective-2, e.g. -so/-sa/-sɛ)	Tomo_Kan_Segue	sá	s á	DB
1021	(perfective-2, e.g. -so/-sa/-sɛ)	Toro_Tegu	sv́	s v́	DB
1022	(perfective-2, e.g. -so/-sa/-sɛ)	Yanda_Dom	zò	z ò	DB
1023	(perfective-2, e.g. -so/-sa/-sɛ)	Tebul_Ure	-sɔ̀-	s ɔ̀	DB
1024	(perfective-2, e.g. -so/-sa/-sɛ)	Donno_So	sɛ̀	s ɛ̀	DB
1025	(person, animal, tree, etc.) be in (sth)	Jamsay_Douentza	yɔ́≡kùn	j ɔ́ k ù n	DB
1026	(person, animal, tree, etc.) be in (sth)	Najamba	túnò	t ú n ò	DB
1027	(person, animal, tree, etc.) be in (sth)	Nanga	yá kùrⁿò	j á # k ù rⁿ ò	DB
1028	(person, animal, tree, etc.) be in (sth)	Perge_Tegu	yá≡kùn	j á k ù n	DB
1029	(person, animal, tree, etc.) be in (sth)	Tebul_Ure	yé tùnà	j é # t ù n à	DB
1030	(person, animal, tree, etc.) be in (sth)	Yanda_Dom	yà kún	j à # k ú n	DB
1031	(person, animal, tree, etc.) be in (sth)	Yanda_Dom	kùn	k ù n	DB
1032	(person, animal, tree, etc.) be in (sth)	Yorno_So	yá tò	j á # t ò	DB
1033	(plant) sprout, come up (verb)	Bangime	púr̃á	p ú rⁿ á	DB,SW
1034	(plant) sprout, come up (verb)	Bankan_Tey	tíyɛ́	t í j ɛ́	DB,SW
1035	(plant) sprout, come up (verb)	Ben_Tey	tíyɛ́	t í j ɛ́	DB,SW
1036	(plant) sprout, come up (verb)	Bunoge	pújè	p ú dʒ è	DB,SW
1037	(plant) sprout, come up (verb)	Dogul_Dom	tìyɛ́	t ì j ɛ́	DB,SW
1038	(plant) sprout, come up (verb)	Gourou	tɔ́gɔ́	t ɔ́ ɡ ɔ́	DB,SW
1039	(plant) sprout, come up (verb)	Jamsay_Douentza	tɔ́ɣɔ́	t ɔ́ ɣ ɔ́	DB,SW
1040	(plant) sprout, come up (verb)	Mombo	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
1041	(plant) sprout, come up (verb)	Najamba	tɛ́:	t ɛ́ː	DB,SW
1042	(plant) sprout, come up (verb)	Najamba	tɛ̀:	t ɛ̀ː	DB,SW
1043	(plant) sprout, come up (verb)	Nanga	tɛ́:	t ɛ́ː	DB,SW
1044	(plant) sprout, come up (verb)	Penange	kɛ́lɛ́	k ɛ́ l ɛ́	DB,SW
1045	(plant) sprout, come up (verb)	Perge_Tegu	tɔ́gɔ́	t ɔ́ ɡ ɔ́	DB,SW
1046	(plant) sprout, come up (verb)	Tebul_Ure	tɛ́	t ɛ́	DB,SW
1047	(plant) sprout, come up (verb)	Tiranige	sɔ́wɔ́	s ɔ́ w ɔ́	DB,SW
1048	(plant) sprout, come up (verb)	Togo_Kan	tɔ́:	t ɔ́ː	DB,SW
1049	(plant) sprout, come up (verb)	Tommo_So	sɔ́bɔ́	s ɔ́ b ɔ́	DB,SW
1050	(plant) sprout, come up (verb)	Tommo_So	túmmɔ́	t ú m m ɔ́	DB,SW
1051	(plant) sprout, come up (verb)	Tomo_Kan_Segue	twɛ́bɛ́	t w ɛ́ b ɛ́	DB,SW
1052	(plant) sprout, come up (verb)	Toro_Tegu	bɛ̌w	b ɛ̌ w	DB,SW
1053	(plant) sprout, come up (verb)	Toro_Tegu	bɛ̀wá	b ɛ̀ w á	DB,SW
1054	(plant) sprout, come up (verb)	Yanda_Dom	tɛ́yálì	t ɛ́ j á l ì	DB,SW
1055	(plant) sprout, come up (verb)	Yanda_Dom	tɛ́:	t ɛ́ː	DB,SW
1056	(plant) sprout, come up (verb)	Yorno_So	tɛ́:	t ɛ́ː	DB,SW
1057	(plant) sprout, come up (verb)	Donno_So	tɛ̂:	t ɛ̂ː	DB,SW
1058	(plant) sprout, come up (verb)	Donno_So	tɛ́-ɛ̀	t ɛ́ ɛ̀	DB,SW
1059	(plant) sprout, come up (verb)	Donno_So	púdò	p ú d ò	DB,SW
1060	(plant) sprout, come up (verb)	Donno_So	púd-è	p ú d è	DB,SW
1061	(plural, free particle, not suffix)	Ampari	ge	ɡ e	DB
1062	(plural, free particle, not suffix)	Ben_Tey	bè	b è	DB
1063	(plural, free particle, not suffix)	Bunoge	gè	ɡ è	DB
1064	(plural, free particle, not suffix)	Jamsay_Douentza	bé	b é	DB
1065	(plural, free particle, not suffix)	Penange	gé	ɡ é	DB
1066	(plural, free particle, not suffix)	Togo_Kan	bè	b è	DB
1067	(plural, free particle, not suffix)	Togo_Kan	nà	n à	DB
1068	(plural, free particle, not suffix)	Tomo_Kan_Segue	wé	w é	DB
1069	(plural, free particle, not suffix)	Toro_Tegu	mǎ:	m ǎː	DB
1070	(plural, free particle, not suffix)	Yorno_So	bé	b é	DB
1071	(plural, free particle, not suffix)	Donno_So	-mbe	m b e	DB
1072	(political) chief, boss	Bangime	déɡè ʃíjɛ̀ⁿ	d é ɡ è # ʃ í dʒ ɛ̀ⁿ	DB,SW
1073	(political) chief, boss	Bankan_Tey	ámbí:rì	á m b íː r ì	DB,SW
1074	(political) chief, boss	Ben_Tey	ámbí:rù	á m b íː r ù	DB,SW
1075	(political) chief, boss	Bunoge	ʔàmì:rú	ʔ à m ìː r ú	DB,SW
1076	(political) chief, boss	Dogul_Dom	ámɛ̀ɛ̀rɛ̀	á m ɛ̀ː r ɛ̀	DB,SW
1077	(political) chief, boss	Gourou	ámí:rù	á m íː r ù	DB,SW
1078	(political) chief, boss	Jamsay_Douentza	ámí:rⁿu	á m íː rⁿ u	DB,SW
1079	(political) chief, boss	Mombo	ámílì	á m í l ì	DB,SW
1080	(political) chief, boss	Najamba	ámbìrì	á m b ì r ì	DB,SW
1081	(political) chief, boss	Najamba	ámbìrìmbò	á m b ì r ì m b ò	DB,SW
1082	(political) chief, boss	Najamba	kî:	k îː	DB,SW
1083	(political) chief, boss	Najamba	kî:mbò	k îː m b ò	DB,SW
1084	(political) chief, boss	Nanga	ámbérì	á m b é r ì	DB,SW
1085	(political) chief, boss	Penange	kó:	k óː	DB,SW
1086	(political) chief, boss	Perge_Tegu	ámírù	á m í r ù	DB,SW
1087	(political) chief, boss	Sangha_So	kúúnó	k úː n ó	DB,SW
1088	(political) chief, boss	Tebul_Ure	ámbírí	á m b í r í	DB,SW
1089	(political) chief, boss	Tebul_Ure	ámbírímbò	á m b í r í m b ò	DB,SW
1090	(political) chief, boss	Tiranige	àmìrí	à m ì r í	DB,SW
1091	(political) chief, boss	Togo_Kan	ámírⁿí	á m í rⁿ í	DB,SW
1092	(political) chief, boss	Tommo_So	díɛ̀m	d í ɛ̀ m	DB,SW
1093	(political) chief, boss	Tommo_So	díɛ̀nɛ̀	d í ɛ̀ n ɛ̀	DB,SW
1094	(political) chief, boss	Tommo_So	kùù bàŋáá	k ùː # b à ŋ áː	DB,SW
1095	(political) chief, boss	Tommo_So	pàtrɔ́	p à t r ɔ́	DB,SW
1096	(political) chief, boss	Toro_Tegu	kú bàsà	k ú # b à s à	DB,SW
1097	(political) chief, boss	Yanda_Dom	ámìrù	á m ì r ù	DB,SW
1098	(political) chief, boss	Yanda_Dom	kó bádù	k ó # b á d ù	DB,SW
1099	(political) chief, boss	Yorno_So	ámìrù	á m ì r ù	DB,SW
1100	(political) chief, boss	Donno_So	kû:-nɔ̀	k ûː n ɔ̀	DB,SW
1101	(political) chief, boss	Donno_So	kû: bàŋá	k ûː # b à ŋ á	DB,SW
1102	(political) chief, boss	Donno_So	ámì:rù	á m ìː r ù	DB,SW
1103	(present negative suffix)	Najamba	ndì	n d ì	DB
1104	(present positive suffix, not also future)	Najamba	njò	n dʒ ò	DB
1105	(present positive suffix, not also future)	Toro_Tegu	á rv̀	á # r v̀	DB
1106	(prohibitive Sg suffix)	Ampari	rù	r ù	DB
1107	(prohibitive Sg suffix)	Ben_Tey	rɛ́	r ɛ́	DB
1108	(prohibitive Sg suffix)	Bunoge	ndà	n d à	DB
1109	(prohibitive Sg suffix)	Jamsay_Douentza	ý	j́	DB
1110	(prohibitive Sg suffix)	Najamba	là	l à	DB
1111	(prohibitive Sg suffix)	Nanga	rá	r á	DB
1112	(prohibitive Sg suffix)	Penange	ndá	n d á	DB
1113	(prohibitive Sg suffix)	Perge_Tegu	rɛ́	r ɛ́	DB
1114	(prohibitive Sg suffix)	Tebul_Ure	lì	l ì	DB
1115	(prohibitive Sg suffix)	Tiranige	lâ	l â	DB
1116	(prohibitive Sg suffix)	Togo_Kan	lé	l é	DB
1117	(prohibitive Sg suffix)	Tomo_Kan_Segue	lé	l é	DB
1118	(prohibitive Sg suffix)	Toro_Tegu	kú	k ú	DB
1119	(prohibitive Sg suffix)	Toro_Tegu	lé	l é	DB
1120	(prohibitive Sg suffix)	Toro_Tegu	lɛ́	l ɛ́	DB
1121	(prohibitive Sg suffix)	Toro_Tegu	ré	r é	DB
1122	(prohibitive Sg suffix)	Toro_Tegu	rɛ́	r ɛ́	DB
1123	(prohibitive Sg suffix)	Yanda_Dom	la	l a	DB
1124	(prohibitive Sg suffix)	Yorno_So	nɔ̀ŋ	n ɔ̀ ŋ	DB
1125	(prohibitive Sg suffix)	Donno_So	-ẃ	ẃ	DB
1126	(prohibitive Sg suffix)	Donno_So	-nǎw	n ǎ w	DB
1127	(quotative particle following the subject of a quoted sentence)	Ben_Tey	má:	m áː	DB
1128	(quotative particle following the subject of a quoted sentence)	Ben_Tey	mà:	m àː	DB
1129	(quotative particle following the subject of a quoted sentence)	Najamba	wa	w a	DB
1130	(quotative particle following the subject of a quoted sentence)	Nanga	wa	w a	DB
1131	(quotative particle following the subject of a quoted sentence)	Tiranige	wà	w à	DB
1132	(quotative particle following the subject of a quoted sentence)	Togo_Kan	wà	w à	DB
1133	(quotative particle following the subject of a quoted sentence)	Yanda_Dom	wá:	w áː	DB
1134	(quotative particle following the subject of a quoted sentence)	Dogul_Dom	wà:	w àː	DB
1135	(quotative particle following the subject of a quoted sentence)	Donno_So	wa	w a	DB
1136	(quotative particle: indicate if not clause-final)	Bankan_Tey	wa	w a	DB
1137	(quotative particle: indicate if not clause-final)	Ben_Tey	wa	w a	DB
1138	(quotative particle: indicate if not clause-final)	Dogul_Dom	wá	w á	DB
1139	(quotative particle: indicate if not clause-final)	Jamsay_Douentza	wa	w a	DB
1140	(quotative particle: indicate if not clause-final)	Jamsay_Mondoro	wa	w a	DB
1141	(quotative particle: indicate if not clause-final)	Mombo	wâ:	w âː	DB
1142	(quotative particle: indicate if not clause-final)	Najamba	wa	w a	DB
1143	(quotative particle: indicate if not clause-final)	Nanga	wa	w a	DB
1144	(quotative particle: indicate if not clause-final)	Penange	wá	w á	DB
1145	(quotative particle: indicate if not clause-final)	Perge_Tegu	wa	w a	DB
1146	(quotative particle: indicate if not clause-final)	Tebul_Ure	wa	w a	DB
1147	(quotative particle: indicate if not clause-final)	Tiranige	wà	w à	DB
1148	(quotative particle: indicate if not clause-final)	Togo_Kan	gì	ɡ ì	DB
1149	(quotative particle: indicate if not clause-final)	Tommo_So	sɔ̀mmíyé	s ɔ̀ m m í j é	DB
1150	(quotative particle: indicate if not clause-final)	Tommo_So	tígɛ́	t í ɡ ɛ́	DB
1151	(quotative particle: indicate if not clause-final)	Toro_Tegu	ká	k á	DB
1152	(quotative particle: indicate if not clause-final)	Yanda_Dom	wa	w a	DB
1153	(quotative particle: indicate if not clause-final)	Yorno_So	gì	ɡ ì	DB
1154	(quotative particle: indicate if not clause-final)	Yorno_So	ɔ̀:	ɔ̀ː	DB
1155	(quotative particle: indicate if not clause-final)	Donno_So	wa	w a	DB
1156	(rain) fall (verb only)	Bangime	ʒóɔ̀ⁿ	ʒ ó ɔ̀ⁿ	DB,SW
