# Wordlist

# DATA
ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	VARIANTS
3396	finger	Bankan_Tey	nà:sìrî:	n aː ˨ s i ˨ r iː ˥˩	DB,SW	
3397	finger	Ben_Tey	nà:sî:ⁿ	n aː ˨ s ĩː ˥˩	DB,SW	
3398	finger	Bunoge	nùmɛ́sè	n u ˨ m ɛ ˦ s e ˨	DB,SW	
3399	finger	Dogul_Dom	nùmɔ̀ sáígù	n u ˨ m ɔ ˨ # s a ˦ i ˦ ɡ u ˨	DB,SW	
3400	finger	Gourou	nùmò î:ⁿ	n u ˨ m o ˨ # ĩː ˥˩	DB,SW	
3401	finger	Jamsay_Douentza	nùmòî:ⁿ	n u ˨ m o ˨ ĩː ˥˩	DB,SW	
3402	finger	Mombo	nɛ̀: sí:	n ɛː ˨ # s iː ˦	DB,SW	
3403	finger	Najamba	nùmàsɛ́ndɔ̀:	n u ˨ m a ˨ s ɛ ˦ n d ɔː ˨	DB,SW	s ɛ ˦ n d ɛː ˨
3405	finger	Nanga	làsìrî	l a ˨ s i ˨ r i ˥˩	DB,SW	
3406	finger	Penange	nɛ̀:sé	n ɛː ˨ s e ˦	DB,SW	
3407	finger	Perge_Tegu	nùwⁿòšî:ⁿ	n u ˨ w̃ o ˨ ʃ ĩː ˥˩	DB,SW	
3409	finger	Tebul_Ure	nùmà:íyɛ́	n u ˨ m aː ˨ i ˦ j ɛ ˦	DB,SW	
3410	finger	Tiranige	nùmá sèŋgé	n u ˨ m a ˦ # s e ˨ ŋ ɡ e ˦	DB,SW	
3411	finger	Togo_Kan	nùmɔ̀í:ⁿ	n u ˨ m ɔ ˨ ĩː ˦	DB,SW	
3412	finger	Tommo_So	nùmɔ̀ sǎy	n u ˨ m ɔ ˨ # s a ˩˥ j	DB,SW	
3415	finger	Toro_Tegu	lɔ̀	l ɔ ˨	DB,SW	
3416	finger	Yanda_Dom	nùmàé:	n u ˨ m a ˨ eː ˦	DB,SW	n u ˨ m a ˨ j e ˦
3418	finger	Yorno_So	nòyⁿsǎy	n o ˨ j̃ s a ˩˥ j	DB,SW	
3419	finger	Donno_So	nùmɔ̀-sǎy	n u ˨ m ɔ ˨ s a ˩˥ j	DB,SW	
#
3421	fingernail, toenail	Bankan_Tey	kɔ́:rɔ̂:	k ɔː ˦ r ɔː ˥˩	DB	
3422	fingernail, toenail	Ben_Tey	kɔ̌wⁿrⁿî:	k ɔ ˩˥ w̃ r̃ iː ˥˩	DB	
3423	fingernail, toenail	Bunoge	kòbàlì	k o ˨ b a ˨ l i ˨	DB	
3424	fingernail, toenail	Dogul_Dom	kóbùlùŋ	k o ˦ b u ˨ l u ˨ ŋ	DB	
3425	fingernail, toenail	Jamsay_Douentza	kìkǒw	k i ˨ k o ˩˥ w	DB	k u ˨ k o ˩˥ w
3427	fingernail, toenail	Mombo	kóbélé	k o ˦ b e ˦ l e ˦	DB	
3428	fingernail, toenail	Najamba	kóbìlì:	k o ˦ b i ˨ l iː ˨	DB	k o ˦ b u ˨ l uː ˨
3430	fingernail, toenail	Nanga	kɔ̀mbɔ́rɔ̂	k ɔ ˨ m b ɔ ˦ r ɔ ˥˩	DB	k ɔ ˨ m ɔ ˦ r ɔ ˥˩
3432	fingernail, toenail	Penange	kɔ́búlɛ̀	k ɔ ˦ b u ˦ l ɛ ˨	DB	
3433	fingernail, toenail	Perge_Tegu	kómjó	k o ˦ m dʒ o ˦	DB	
3435	fingernail, toenail	Tebul_Ure	kòbìlíyɛ́	k o ˨ b i ˨ l i ˦ j ɛ ˦	DB	
3436	fingernail, toenail	Tiranige	kòwàlè	k o ˨ w a ˨ l e ˨	DB	
3437	fingernail, toenail	Togo_Kan	kɔ̀rⁿí:	k ɔ ˨ r̃ iː ˦	DB	
3438	fingernail, toenail	Tommo_So	kòbìlìyé	k o ˨ b i ˨ l i ˨ j e ˦	DB	
3439	fingernail, toenail	Toro_Tegu	cèwrěy	tʃ e ˨ w r e ˩˥ j	DB	
3440	fingernail, toenail	Yanda_Dom	kòmbílyè	k o ˨ m b i ˦ l j e ˨	DB	
3441	fingernail, toenail	Donno_So	kòmbìlî:	k o ˨ m b i ˨ l iː ˥˩	DB	
#
3443	fire	Bangime	bíréɛ̀	b i ˦ r e ˦ ɛ ˨	DB,LJ,SW	
3444	fire	Bankan_Tey	go᷈:	ɡ oː ˧˦˧	DB,LJ,SW	
3445	fire	Ben_Tey	go᷈:	ɡ oː ˧˦˧	DB,LJ,SW	
3446	fire	Bunoge	génì	ɡ e ˦ n i ˨	DB,LJ,SW	
3447	fire	Dogul_Dom	gógó	ɡ o ˦ ɡ o ˦	DB,LJ,SW	
3448	fire	Gourou	núwⁿó	n u ˦ w̃ o ˦	DB,LJ,SW	
3449	fire	Jamsay_Douentza	núwⁿó	n u ˦ w̃ o ˦	DB,LJ,SW	n u ˦ w̃ ɔ ˦
3452	fire	Mombo	génì	ɡ e ˦ n i ˨	DB,LJ,SW	
3453	fire	Najamba	gólè	ɡ o ˦ l e ˨	DB,LJ,SW	ɡ o ˦ l o ˨
3455	fire	Nanga	go᷈:	ɡ oː ˧˦˧	DB,LJ,SW	
3456	fire	Penange	gèn	ɡ e ˨ n	DB,LJ,SW	ɡ e ˨ n i ˨
3458	fire	Perge_Tegu	núwⁿó	n u ˦ w̃ o ˦	DB,LJ,SW	
3460	fire	Tebul_Ure	gǒ:	ɡ oː ˩˥	DB,LJ,SW	
3461	fire	Tiranige	jíyé	dʒ i ˦ j e ˦	DB,LJ,SW	
3462	fire	Togo_Kan	ɲɛ́:	ɲ ɛː ˦	DB,LJ,SW	
3463	fire	Tommo_So	ɲǎm	ɲ a ˩˥ m	DB,LJ,SW	
3465	fire	Toro_Tegu	núwⁿɔ́	n u ˦ w̃ ɔ ˦	DB,LJ,SW	
3466	fire	Yanda_Dom	gòlò	ɡ o ˨ l o ˨	DB,LJ,SW	
3467	fire	Yorno_So	yǎm	j a ˩˥ m	DB,LJ,SW	
3468	fire	Donno_So	ɲa᷈ŋ	ɲ a ˧˦˧ ŋ	DB,LJ,SW	
#
3469	firewood	Bangime	síjɛ̀	s i ˦ dʒ ɛ ˨	DB,SW	
3470	firewood	Bankan_Tey	tǐn	t i ˩˥ n	DB,SW	
3471	firewood	Ben_Tey	tìrⁿí	t i ˨ r̃ i ˦	DB,SW	t i ˨ r̃ u ˦
3473	firewood	Bunoge	tè:ŋgè	t eː ˨ ŋ ɡ e ˨	DB,SW	
3474	firewood	Dogul_Dom	tééŋ	t eː ˦ ŋ	DB,SW	
3475	firewood	Jamsay_Douentza	tǐn	t i ˩˥ n	DB,SW	t i ˨ n # ɲ aː ˨ s i ˨ r u ˦
3477	firewood	Mombo	té:ŋgé	t eː ˦ ŋ ɡ e ˦	DB,SW	
3478	firewood	Najamba	té:	t eː ˦	DB,SW	t eː ˦ ŋ ɡ o ˦
3480	firewood	Nanga	tìrⁿí	t i ˨ r̃ i ˦	DB,SW	
3481	firewood	Penange	tè:ŋgè	t eː ˨ ŋ ɡ e ˨	DB,SW	
3482	firewood	Perge_Tegu	tìrⁿí	t i ˨ r̃ i ˦	DB,SW	
3484	firewood	Tebul_Ure	tìnɛ̌:	t i ˨ n ɛː ˩˥	DB,SW	
3485	firewood	Tiranige	tè:ŋgè	t eː ˨ ŋ ɡ e ˨	DB,SW	
3486	firewood	Togo_Kan	tǐⁿ	t ĩ ˩˥	DB,SW	
3487	firewood	Tommo_So	tínú	t i ˦ n u ˦	DB,SW	
3489	firewood	Toro_Tegu	tìrⁿú	t i ˨ r̃ u ˦	DB,SW	
3490	firewood	Yanda_Dom	té:	t eː ˦	DB,SW	
3491	firewood	Yorno_So	tǐn	t i ˩˥ n	DB,SW	
3492	firewood	Donno_So	tìnú	t i ˨ n u ˦	DB,SW	
#
3494	first (adj)	Bankan_Tey	kùyá	k u ˨ j a ˦	DB	t u ˨ m m aː ˦ // t u ˨ m m aː ˦ m // k u ˨ j a ˩˥ m
3498	first (adj)	Ben_Tey	kùyɔ́:	k u ˨ j ɔː ˦	DB	k u ˨ j ɔː ˦ m
3500	first (adj)	Bunoge	kàndè	k a ˨ n d e ˨	DB	
3501	first (adj)	Dogul_Dom	kòsáá	k o ˨ s aː ˦	DB	
3502	first (adj)	Gourou	pɔ́:rɔ́	p ɔː ˦ r ɔ ˦	DB	
3503	first (adj)	Jamsay_Douentza	pɔ́:rɔ́	p ɔː ˦ r ɔ ˦	DB	
3505	first (adj)	Mombo	tá:ŋgù	t aː ˦ ŋ ɡ u ˨	DB	t e ˦ ɡ u ˨
3507	first (adj)	Najamba	dùlɛ̌:	d u ˨ l ɛː ˩˥	DB	d u ˨ l ɔː ˩˥
3509	first (adj)	Nanga	kìyá	k i ˨ j a ˦	DB	
3510	first (adj)	Penange	páná	p a ˦ n a ˦	DB	
3513	first (adj)	Tiranige	gó:	ɡ oː ˦	DB	
3514	first (adj)	Togo_Kan	kòkɛ̌:	k o ˨ k ɛː ˩˥	DB	
3515	first (adj)	Tommo_So	kúyɔ́	k u ˦ j ɔ ˦	DB	
3516	first (adj)	Toro_Tegu	dɛ́wrú	d ɛ ˦ w r u ˦	DB	
3517	first (adj)	Yanda_Dom	mù	m u ˨	DB	tʃ ɛ ˨ w
3519	first (adj)	Yorno_So	lá:	l aː ˦	DB	t iː ˦
3521	first (adj)	Donno_So	nâ:ŋ	n aː ˥˩ ŋ	DB	k ɛː ˩˥
3511	first (adj)	Perge_Tegu	kùyɔ́	k u ˨ j ɔ ˦	DB	
#
3524	five	Bangime	núndì	n u ˦ n d i ˨	DB,SW	
3525	five	Bankan_Tey	nùmmǔyⁿ	n u ˨ m m u ˩˥ j̃	DB,SW	
3526	five	Ben_Tey	nùmǔyⁿ	n u ˨ m u ˩˥ j̃	DB,SW	
3527	five	Bunoge	nɔ́:mɔ̀	n ɔː ˦ m ɔ ˨	DB,SW	
3528	five	Dogul_Dom	ǹnó	n ˨ n o ˦	DB,SW	
3529	five	Gourou	nǔ:yⁿ	n uː ˩˥ j̃	DB,SW	
3530	five	Jamsay_Douentza	nǔ:yⁿ	n uː ˩˥ j̃	DB,SW	
3532	five	Mombo	nú:mò	n uː ˦ m o ˨	DB,SW	
3533	five	Najamba	nùmî:	n u ˨ m iː ˥˩	DB,SW	
3534	five	Nanga	nìmǐ:	n i ˨ m iː ˩˥	DB,SW	
3536	five	Penange	nɔ̀:m	n ɔː ˨ m	DB,SW	ɡ e ˨ # n ɔː ˦ m
3537	five	Perge_Tegu	nùmǐ:	n u ˨ m iː ˩˥	DB,SW	
3539	five	Tebul_Ure	nǔm	n u ˩˥ m	DB,SW	
3540	five	Tiranige	nú:	n uː ˦	DB,SW	
3541	five	Togo_Kan	núnɛ́:	n u ˦ n ɛː ˦	DB,SW	
3542	five	Tommo_So	ǹnɔ́	n ˨ n ɔ ˦	DB,SW	
3543	five	Toro_Tegu	nǔ:y	n uː ˩˥ j	DB,SW	
3544	five	Yanda_Dom	yènûm	j e ˨ n u ˥˩ m	DB,SW	n u ˥˩ m
3546	five	Yorno_So	nùmɔ́rⁿɔ́	n u ˨ m ɔ ˦ r̃ ɔ ˦	DB,SW	
3547	five	Donno_So	ǹnɔ́	n ˨ n ɔ ˦	DB,SW	
#
3548	flower (of tree or herb)	Bangime	tʷíìⁿ	tʷ ĩː ˥˩	DB,SW	
3549	flower (of tree or herb)	Bankan_Tey	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3550	flower (of tree or herb)	Ben_Tey	pùrⁿǐ:	p u ˨ r̃ iː ˩˥	DB,SW	p u ˨ r̃ u ˩˥ j
3552	flower (of tree or herb)	Bunoge	púlò	p u ˦ l o ˨	DB,SW	
3553	flower (of tree or herb)	Dogul_Dom	púnú	p u ˦ n u ˦	DB,SW	
3554	flower (of tree or herb)	Gourou	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3555	flower (of tree or herb)	Jamsay_Douentza	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3556	flower (of tree or herb)	Mombo	púlú	p u ˦ l u ˦	DB,SW	
3557	flower (of tree or herb)	Najamba	pùnɛ̌n	p u ˨ n ɛ ˩˥ n	DB,SW	p u ˨ n ɛ ˩˥ n ɡ o ˦
3559	flower (of tree or herb)	Nanga	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3560	flower (of tree or herb)	Penange	púló	p u ˦ l o ˦	DB,SW	
3561	flower (of tree or herb)	Perge_Tegu	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3564	flower (of tree or herb)	Tebul_Ure	pùrⁿó	p u ˨ r̃ o ˦	DB,SW	
3565	flower (of tree or herb)	Tiranige	pùnì	p u ˨ n i ˨	DB,SW	
3566	flower (of tree or herb)	Togo_Kan	pìyé	p i ˨ j e ˦	DB,SW	
3567	flower (of tree or herb)	Tommo_So	púyó	p u ˦ j o ˦	DB,SW	
3569	flower (of tree or herb)	Toro_Tegu	pùró	p u ˨ r o ˦	DB,SW	
3570	flower (of tree or herb)	Yanda_Dom	pùn	p u ˨ n	DB,SW	
3571	flower (of tree or herb)	Yorno_So	pǔy	p u ˩˥ j	DB,SW	
3572	flower (of tree or herb)	Donno_So	pùyó	p u ˨ j o ˦	DB,SW	
#
3596	foot	Bangime	bʷèɛ̀	bʷ e ˨ ɛ ˨	DB	
3597	foot	Bankan_Tey	ǹdɔ̀sɔ̂:	n ˨ d ɔ ˨ s ɔː ˥˩	DB	
3598	foot	Ben_Tey	lɔ̀sɔ̂:	l ɔ ˨ s ɔː ˥˩	DB	
3599	foot	Bunoge	sè	s e ˨	DB	
3600	foot	Dogul_Dom	náágù	n aː ˦ ɡ u ˨	DB	
3601	foot	Gourou	kúwⁿ́	k u ˦ w̃ ˦	DB	
3602	foot	Jamsay_Douentza	kɔ́:	k ɔː ˦	DB	
3604	foot	Mombo	sí:	s iː ˦	DB	
3605	foot	Najamba	nǎ:	n aː ˩˥	DB	n aː ˨ ɡ o ˦
3607	foot	Nanga	lɔ̀sɔ̂	l ɔ ˨ s ɔ ˥˩	DB	
3608	foot	Penange	sígé	s i ˦ ɡ e ˦	DB	
3609	foot	Perge_Tegu	kúwɔ́	k u ˦ w ɔ ˦	DB	
3612	foot	Tebul_Ure	lǎ:	l aː ˩˥	DB	
3613	foot	Tiranige	tònjè	t o ˨ n dʒ e ˨	DB	
3614	foot	Togo_Kan	kúwɔ́	k u ˦ w ɔ ˦	DB	
3615	foot	Tommo_So	ánú	a ˦ n u ˦	DB	
3618	foot	Toro_Tegu	kúwɔ́	k u ˦ w ɔ ˦	DB	k u ˨ w ɔ ˨ t ɔ ˦
3620	foot	Yanda_Dom	nà:	n aː ˨	DB	
3621	foot	Yorno_So	kúbɔ́	k u ˦ b ɔ ˦	DB	
3622	foot	Donno_So	kúbɔ̀	k u ˦ b ɔ ˨	DB	
#
3641	four	Bangime	n níjɛ̀	n # n i ˦ dʒ ɛ ˨	DB,SW	
3642	four	Bankan_Tey	nìŋŋěyⁿ	n i ˨ ŋ ŋ e ˩˥ j̃	DB,SW	
3643	four	Ben_Tey	nǐ:yⁿ	n iː ˩˥ j̃	DB,SW	
3644	four	Bunoge	nê:wⁿ	n eː ˥˩ w̃	DB,SW	
3645	four	Dogul_Dom	kɛ́ɛ́sɔ̀	k ɛː ˦ s ɔ ˨	DB,SW	
3646	four	Gourou	nǎyⁿ	n a ˩˥ j̃	DB,SW	
3647	four	Jamsay_Douentza	nǎyⁿ	n a ˩˥ j̃	DB,SW	
3648	four	Mombo	kɛ́:jɔ́	k ɛː ˦ dʒ ɔ ˦	DB,SW	
3649	four	Najamba	kɛ́:jɛ̀y	k ɛː ˦ dʒ ɛ ˨ j	DB,SW	
3650	four	Nanga	nɔ̌yⁿ	n ɔ ˩˥ j̃	DB,SW	
3651	four	Penange	gè kɛ̀jɔ́	ɡ e ˨ # k ɛ ˨ dʒ ɔ ˦	DB,SW	k ɛ ˨ dʒ ɔ ˨ // k ɛː ˦ dʒ ɔ ˦
3654	four	Perge_Tegu	nǎyⁿ	n a ˩˥ j̃	DB,SW	
3656	four	Tebul_Ure	kɛ́dɛ́	k ɛ ˦ d ɛ ˦	DB,SW	
3657	four	Tiranige	cɛ̀:jɔ̀	tʃ ɛː ˨ dʒ ɔ ˨	DB,SW	
3658	four	Togo_Kan	nǎyⁿ	n a ˩˥ j̃	DB,SW	
3659	four	Tommo_So	nǎy	n a ˩˥ j	DB,SW	
3660	four	Toro_Tegu	nǎy	n a ˩˥ j	DB,SW	
3661	four	Yanda_Dom	yècɛ́zɔ́	j e ˨ tʃ ɛ ˦ z ɔ ˦	DB,SW	tʃ ɛ ˦ z ɔ ˦
3663	four	Yorno_So	nǎyⁿ	n a ˩˥ j̃	DB,SW	
3664	four	Donno_So	nǎ:y	n aː ˩˥ j	DB,SW	
#
3665	fruit (of plant)	Bangime	dʷáá m bìjɛ́	dʷ aː ˦ # m # b i ˨ dʒ ɛ ˦	DB,SW	
3666	fruit (of plant)	Bankan_Tey	yî:	j iː ˥˩	DB,SW	
3667	fruit (of plant)	Ben_Tey	yî:	j iː ˥˩	DB,SW	
3668	fruit (of plant)	Bunoge	bè	b e ˨	DB,SW	
3669	fruit (of plant)	Dogul_Dom	kíŋìnɔ̀ égù	k i ˦ ŋ i ˨ n ɔ ˨ # e ˦ ɡ u ˨	DB,SW	
3670	fruit (of plant)	Jamsay_Douentza	î:ⁿ	ĩː ˥˩	DB,SW	
3671	fruit (of plant)	Mombo	wê:	w eː ˥˩	DB,SW	
3672	fruit (of plant)	Najamba	ɔ̀mɛ̂:	ɔ ˨ m ɛː ˥˩	DB,SW	ɔ ˨ m ɔː ˥˩
3674	fruit (of plant)	Nanga	nàrⁿá	n a ˨ r̃ a ˦	DB,SW	
3675	fruit (of plant)	Perge_Tegu	î:ⁿ	ĩː ˥˩	DB,SW	
3677	fruit (of plant)	Tebul_Ure	íyɛ́	i ˦ j ɛ ˦	DB,SW	
3678	fruit (of plant)	Tiranige	bégé	b e ˦ ɡ e ˦	DB,SW	b e ˨ ɡ e ˦ // b eː ˦ // t i ˦ l ŋ ɡ ɔ ˦ # b eː ˩˥
3682	fruit (of plant)	Togo_Kan	tìmɛ̀í:ⁿ	t i ˨ m ɛ ˨ ĩː ˦	DB,SW	
3683	fruit (of plant)	Tommo_So	íí	iː ˦	DB,SW	
3685	fruit (of plant)	Toro_Tegu	ìmú	i ˨ m u ˦	DB,SW	i ˨ r̃ u ˦
3687	fruit (of plant)	Yanda_Dom	é:	eː ˦	DB,SW	
3688	fruit (of plant)	Yorno_So	î:	iː ˥˩	DB,SW	
3689	fruit (of plant)	Donno_So	î:	iː ˥˩	DB,SW	
#
3731	give	Bangime	n ɲáẁ	n # ɲ a ˦ w ˨	DB,LJ,SW	
3732	give	Bankan_Tey	ní	n i ˦	DB,LJ,SW	
3733	give	Ben_Tey	ní	n i ˦	DB,LJ,SW	
3734	give	Bunoge	tábè	t a ˦ b e ˨	DB,LJ,SW	
3735	give	Dogul_Dom	ǹdɛ́	n ˨ d ɛ ˦	DB,LJ,SW	
3736	give	Gourou	ó:	oː ˦	DB,LJ,SW	
3737	give	Jamsay_Douentza	ó:	oː ˦	DB,LJ,SW	
3739	give	Mombo	ńdɛ́	n ˦ d ɛ ˦	DB,LJ,SW	
3740	give	Najamba	ǹdɛ́	n ˨ d ɛ ˦	DB,LJ,SW	n ˨ d i ˦ r ɛ ˦
3742	give	Nanga	ńdí	n ˦ d i ˦	DB,LJ,SW	
3743	give	Penange	tábé	t a ˦ b e ˦	DB,LJ,SW	
3744	give	Perge_Tegu	ó:	oː ˦	DB,LJ,SW	
3746	give	Tebul_Ure	ńdì	n ˦ d i ˨	DB,LJ,SW	
3747	give	Tiranige	ndó	n d o ˦	DB,LJ,SW	
3748	give	Togo_Kan	ó	o ˦	DB,LJ,SW	
3749	give	Tommo_So	óbó	o ˦ b o ˦	DB,LJ,SW	
3750	give	Toro_Tegu	ów	o ˦ w	DB,LJ,SW	
3751	give	Yanda_Dom	ǹdàlí	n ˨ d a ˨ l i ˦	DB,LJ,SW	n ˦ d ɛ ˦
3753	give	Yorno_So	óbó	o ˦ b o ˦	DB,LJ,SW	o ˦ b u ˦
3755	give	Donno_So	óbò	o ˦ b o ˨	DB,LJ,SW	o ˦ b i ˨
#
3757	go	Bangime	wòrè	w o ˨ r e ˨	DB,LJ	
3758	go	Bankan_Tey	ǹdó	n ˨ d o ˦	DB,LJ	
3759	go	Ben_Tey	ló	l o ˦	DB,LJ	
3760	go	Bunoge	gé:ndè	ɡ eː ˦ n d e ˨	DB,LJ	
3761	go	Dogul_Dom	bɔ̀lɛ́	b ɔ ˨ l ɛ ˦	DB,LJ	
3762	go	Gourou	yǎ:	j aː ˩˥	DB,LJ	
3763	go	Jamsay_Douentza	yǎ:	j aː ˩˥	DB,LJ	
3764	go	Mombo	ándé	a ˦ n d e ˦	DB,LJ	
3765	go	Najamba	ín	i ˦ n	DB,LJ	i ˨ n e ˨
3767	go	Nanga	ńné	n ˦ n e ˦	DB,LJ	
3768	go	Penange	ándè	a ˦ n d e ˨	DB,LJ	
3769	go	Perge_Tegu	yǎ:	j aː ˩˥	DB,LJ	
3771	go	Tebul_Ure	yǎy	j a ˩˥ j	DB,LJ	
3772	go	Tiranige	ún	u ˦ n	DB,LJ	
3773	go	Togo_Kan	yǎ:	j aː ˩˥	DB,LJ	j e ˩˥
3775	go	Tommo_So	yàá	j aː ˩˥	DB,LJ	
3776	go	Toro_Tegu	yǎy	j a ˩˥ j	DB,LJ	j a ˨ j a ˦
3778	go	Yanda_Dom	ún	u ˦ n	DB,LJ	u ˦ n l i ˨ // u ˦ r̃ e ˦
3781	go	Yorno_So	yǎy	j a ˩˥ j	DB,LJ	j aː ˩˥
3784	go	Donno_So	bòló	b o ˨ l o ˦	DB,LJ	b o ˦ l i ˨
#
3786	go into hiding, hide (oneself)	Bangime	dándí mì	d a ˦ n d i ˦ # m i ˨	DB,LJ	
3787	go into hiding, hide (oneself)	Bankan_Tey	zɔ̀wíyí	z ɔ ˨ w i ˦ j i ˦	DB,LJ	
3788	go into hiding, hide (oneself)	Ben_Tey	bàŋgìyí	b a ˨ ŋ ɡ i ˨ j i ˦	DB,LJ	dʒ ɔː ˨ j i ˦
3790	go into hiding, hide (oneself)	Bunoge	yóggè	j o ˦ ɡ ɡ e ˨	DB,LJ	
3791	go into hiding, hide (oneself)	Gourou	bàŋá	b a ˨ ŋ a ˦	DB,LJ	
3792	go into hiding, hide (oneself)	Jamsay_Douentza	bàŋá	b a ˨ ŋ a ˦	DB,LJ	
3793	go into hiding, hide (oneself)	Mombo	dábyê:	d a ˦ b j eː ˥˩	DB,LJ	k uː ˦ j ɛ ˨
3795	go into hiding, hide (oneself)	Najamba	síbíy	s i ˦ b i ˦ j	DB,LJ	s i ˨ b i ˨ j e ˨
3797	go into hiding, hide (oneself)	Nanga	dàwíyí	d a ˨ w i ˦ j i ˦	DB,LJ	
3798	go into hiding, hide (oneself)	Penange	kúyɛ́	k u ˦ j ɛ ˦	DB,LJ	
3799	go into hiding, hide (oneself)	Perge_Tegu	súgúyó	s u ˦ ɡ u ˦ j o ˦	DB,LJ	
3800	go into hiding, hide (oneself)	Tiranige	jínɔ́	dʒ i ˦ n ɔ ˦	DB,LJ	
3801	go into hiding, hide (oneself)	Togo_Kan	bàŋî:	b a ˨ ŋ iː ˥˩	DB,LJ	
3802	go into hiding, hide (oneself)	Tommo_So	bààŋíyɛ́	b aː ˨ ŋ i ˦ j ɛ ˦	DB,LJ	
3803	go into hiding, hide (oneself)	Toro_Tegu	símíyⁿ	s i ˦ m i ˦ j̃	DB,LJ	s i ˦ m i ˦ j̃ o ˦ // s u ˦ m i ˦ j̃ // s u ˦ m i ˦ j̃ o ˦
3807	go into hiding, hide (oneself)	Yanda_Dom	bànjàlí	b a ˨ n dʒ a ˨ l i ˦	DB,LJ	b a ˦ n dʒ ɛ ˦
3809	go into hiding, hide (oneself)	Yorno_So	bàŋɛ́:	b a ˨ ŋ ɛː ˦	DB,LJ	b a ˨ ŋ iː ˦
3811	go into hiding, hide (oneself)	Tebul_Ure	bànj-í:	b a ˨ n dʒ iː ˦	DB,LJ	
3812	go into hiding, hide (oneself)	Dogul_Dom	jɔ̀y-yɛ́	dʒ ɔ ˨ j j ɛ ˦	DB,LJ	
3813	go into hiding, hide (oneself)	Donno_So	jɔ̀yy-ɛ́:-	dʒ ɔ ˨ j j ɛː ˦	DB,LJ	dʒ ɔ ˦ j j i ˨ j ˨
#
3816	go to sleep, fall asleep, sleep	Bankan_Tey	níyⁿɛ́	n i ˦ j̃ ɛ ˦	DB	
3817	go to sleep, fall asleep, sleep	Ben_Tey	jìrènî: ní:yⁿí	dʒ i ˨ r e ˨ n iː ˥˩ # n iː ˦ j̃ i ˦	DB	
3818	go to sleep, fall asleep, sleep	Bunoge	dó:yè	d oː ˦ j e ˨	DB	
3819	go to sleep, fall asleep, sleep	Gourou	gìní ní:	ɡ i ˨ n i ˦ # n iː ˦	DB	
3820	go to sleep, fall asleep, sleep	Jamsay_Douentza	jìnî: ní:	dʒ i ˨ n iː ˥˩ # n iː ˦	DB	
3822	go to sleep, fall asleep, sleep	Mombo	nó:yè	n oː ˦ j e ˨	DB	
3823	go to sleep, fall asleep, sleep	Najamba	nòyè	n o ˨ j e ˨	DB	n o ˦ j e ˨ # n o ˦ j
3825	go to sleep, fall asleep, sleep	Nanga	gìrèníyⁿɛ̂ níyⁿɛ́	ɡ i ˨ r e ˨ n i ˦ j̃ ɛ ˥˩ # n i ˦ j̃ ɛ ˦	DB	n i ˦ j̃ ɛ ˦
3827	go to sleep, fall asleep, sleep	Penange	nó:è	n oː ˦ e ˨	DB	n oː ˦ j e ˨
3829	go to sleep, fall asleep, sleep	Perge_Tegu	gìnî: níyⁿé	ɡ i ˨ n iː ˥˩ # n i ˦ j̃ e ˦	DB	
3831	go to sleep, fall asleep, sleep	Tebul_Ure	jìrèní:	dʒ i ˨ r e ˨ n iː ˦	DB	
3832	go to sleep, fall asleep, sleep	Tiranige	náyó	n a ˦ j o ˦	DB	n o ˦ j o ˦
3834	go to sleep, fall asleep, sleep	Togo_Kan	gìnɛ́ nɔ́wⁿì:	ɡ i ˨ n ɛ ˦ # n ɔ ˦ w̃ iː ˨	DB	
3835	go to sleep, fall asleep, sleep	Tommo_So	yéyíyé	j e ˦ j i ˦ j e ˦	DB	
3836	go to sleep, fall asleep, sleep	Toro_Tegu	jìró léy	dʒ i ˨ r o ˦ # l e ˦ j	DB	l e ˦ j o ˦
3838	go to sleep, fall asleep, sleep	Yanda_Dom	nìyⁿé	n i ˨ j̃ e ˦	DB	n i ˨ j̃ e ˦ l i ˨
3840	go to sleep, fall asleep, sleep	Yorno_So	gìrî: yé:	ɡ i ˨ r iː ˥˩ # j eː ˦	DB	
3841	go to sleep, fall asleep, sleep	Donno_So	gìrî: yéyy-è:	ɡ i ˨ r iː ˥˩ # j e ˦ j j eː ˨	DB	
#
3842	go up, rise	Bangime	ɥìɛ̀	ɥ i ˨ ɛ ˨	DB,SW	
3843	go up, rise	Bankan_Tey	ùrá	u ˨ r a ˦	DB,SW	
3844	go up, rise	Ben_Tey	ùrɔ́	u ˨ r ɔ ˦	DB,SW	
3845	go up, rise	Bunoge	ʔɔ́llɛ̀	ʔ ɔ ˦ l l ɛ ˨	DB,SW	
3846	go up, rise	Dogul_Dom	dàmbɛ́	d a ˨ m b ɛ ˦	DB,SW	
3847	go up, rise	Gourou	ùrɔ́	u ˨ r ɔ ˦	DB,SW	
3848	go up, rise	Jamsay_Douentza	ùrɔ́	u ˨ r ɔ ˦	DB,SW	
3850	go up, rise	Mombo	dígɛ́	d i ˦ ɡ ɛ ˦	DB,SW	
