ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
1937	blow (horn, whistle)	Jamsay_Mondoro	píwɛ́	p i ˦ w ɛ ˦	DB,LJ
1938	blow (horn, whistle)	Mombo	pè:mbé píjé	p eː ˨ m b e ˦ # p i ˦ dʒ e ˦	DB,LJ
1939	blow (horn, whistle)	Mombo	púbúlè	p u ˦ b u ˦ l e ˨	LJ
1940	blow (horn, whistle)	Najamba	púmíl	p u ˦ m i ˦ l	LJ
1941	blow (horn, whistle)	Najamba	pùmìlè	p u ˨ m i ˨ l e ˨	LJ
1942	blow (horn, whistle)	Najamba	sújɛ́	s u ˦ dʒ ɛ ˦	DB,LJ
1943	blow (horn, whistle)	Nanga	púmírⁿí	p u ˦ m i ˦ r̃ i ˦	LJ
1944	blow (horn, whistle)	Nanga	túsɔ́	t u ˦ s ɔ ˦	DB,LJ
1945	blow (horn, whistle)	Penange	púbúlè	p u ˦ b u ˦ l e ˨	LJ
1946	blow (horn, whistle)	Perge_Tegu	píyɛ́	p i ˦ j ɛ ˦	LJ
1947	blow (horn, whistle)	Perge_Tegu	tú:sɔ́	t uː ˦ s ɔ ˦	DB,LJ
1948	blow (horn, whistle)	Sangha_So	púúbí	p uː ˦ b i ˦	LJ
1949	blow (horn, whistle)	Tebul_Ure	útú púbí:	u ˦ t u ˦ # p u ˦ b iː ˦	LJ
1950	blow (horn, whistle)	Tiranige	bám	b a ˦ m	DB,LJ
1951	blow (horn, whistle)	Tiranige	púmbúló	p u ˦ m b u ˦ l o ˦	LJ
1952	blow (horn, whistle)	Togo_Kan	ɲɛ́: píyé	ɲ ɛː ˦ # p i ˦ j e ˦	LJ
1953	blow (horn, whistle)	Togo_Kan	sìjɛ̌ⁿ síjɛ́	s i ˨ dʒ ɛ̃ ˩˥ # s i ˦ dʒ ɛ ˦	DB,LJ
1954	blow (horn, whistle)	Tommo_So	ɲǎm púúbíyó	ɲ a ˩˥ m # p uː ˦ b i ˦ j o ˦	LJ
1955	blow (horn, whistle)	Tommo_So	súdɔ́	s u ˦ d ɔ ˦	DB,LJ
1956	blow (horn, whistle)	Tomo_Kan_Segue	húbí	h u ˦ b i ˦	LJ
1957	blow (horn, whistle)	Toro_Tegu	púró	p u ˦ r o ˦	DB,LJ
1958	blow (horn, whistle)	Toro_Tegu	púrú	p u ˦ r u ˦	DB,LJ
1959	blow (horn, whistle)	Yanda_Dom	pú:bíyɛ́	p uː ˦ b i ˦ j ɛ ˦	LJ
1960	blow (horn, whistle)	Yanda_Dom	súzálì	s u ˦ z a ˦ l i ˨	DB,LJ
1961	blow (horn, whistle)	Yanda_Dom	súzɛ́	s u ˦ z ɛ ˦	DB,LJ
1962	blow (horn, whistle)	Yorno_So	púbɛ́:	p u ˦ b ɛː ˦	LJ
1963	blow (horn, whistle)	Yorno_So	púbí:	p u ˦ b iː ˦	LJ
1964	blow (horn, whistle)	Yorno_So	sújɔ́	s u ˦ dʒ ɔ ˦	DB,LJ
1965	blow on (e.g. fire)	Bangime	píjù	p i ˦ dʒ u ˨	DB
1966	blow on (e.g. fire)	Bankan_Tey	pú:rⁿí	p uː ˦ r̃ i ˦	DB
1967	blow on (e.g. fire)	Ben_Tey	pú:rⁿú	p uː ˦ r̃ u ˦	DB
1968	blow on (e.g. fire)	Bunoge	púbúlè	p u ˦ b u ˦ l e ˨	DB
1969	blow on (e.g. fire)	Gourou	fíwé	f i ˦ w e ˦	DB
1970	blow on (e.g. fire)	Jamsay_Douentza	píwɛ́	p i ˦ w ɛ ˦	DB
1971	blow on (e.g. fire)	Mombo	púbúlè	p u ˦ b u ˦ l e ˨	DB
1972	blow on (e.g. fire)	Najamba	púmíl	p u ˦ m i ˦ l	DB
1973	blow on (e.g. fire)	Najamba	pùmìlè	p u ˨ m i ˨ l e ˨	DB
1974	blow on (e.g. fire)	Nanga	púmírⁿí	p u ˦ m i ˦ r̃ i ˦	DB
1975	blow on (e.g. fire)	Penange	púbúlè	p u ˦ b u ˦ l e ˨	DB
1976	blow on (e.g. fire)	Perge_Tegu	píyɛ́	p i ˦ j ɛ ˦	DB
1977	blow on (e.g. fire)	Sangha_So	púúbí	p uː ˦ b i ˦	DB
1978	blow on (e.g. fire)	Tebul_Ure	útú púbí:	u ˦ t u ˦ # p u ˦ b iː ˦	DB
1979	blow on (e.g. fire)	Tiranige	púmbúló	p u ˦ m b u ˦ l o ˦	DB
1980	blow on (e.g. fire)	Togo_Kan	ɲɛ́: píyé	ɲ ɛː ˦ # p i ˦ j e ˦	DB
1981	blow on (e.g. fire)	Tommo_So	ɲǎm púúbíyó	ɲ a ˩˥ m # p uː ˦ b i ˦ j o ˦	DB
1982	blow on (e.g. fire)	Tomo_Kan_Segue	húbí	h u ˦ b i ˦	DB
1983	blow on (e.g. fire)	Toro_Tegu	púró	p u ˦ r o ˦	DB
1984	blow on (e.g. fire)	Toro_Tegu	púrú	p u ˦ r u ˦	DB
1985	blow on (e.g. fire)	Yanda_Dom	pú:bíyɛ́	p uː ˦ b i ˦ j ɛ ˦	DB
1986	blow on (e.g. fire)	Yorno_So	púbɛ́:	p u ˦ b ɛː ˦	DB
1987	blow on (e.g. fire)	Yorno_So	púbí:	p u ˦ b iː ˦	DB
1988	blow one's nose	Bangime	síjɛ̀	s i ˦ dʒ ɛ ˨	DB,SW
1989	blow one's nose	Bankan_Tey	círⁿè pɔ́rⁿɔ́	tʃ i ˦ r̃ e ˨ # p ɔ ˦ r̃ ɔ ˦	DB,SW
1990	blow one's nose	Ben_Tey	pɔ́rⁿɔ́	p ɔ ˦ r̃ ɔ ˦	DB,SW
1991	blow one's nose	Bunoge	dímbè	d i ˦ m b e ˨	DB,SW
1992	blow one's nose	Gourou	kírⁿé pórⁿó	k i ˦ r̃ e ˦ # p o ˦ r̃ o ˦	DB,SW
1993	blow one's nose	Jamsay_Douentza	círⁿé pɔ́rⁿɔ́	tʃ i ˦ r̃ e ˦ # p ɔ ˦ r̃ ɔ ˦	DB,SW
1994	blow one's nose	Mombo	kinja ímbé	k i n dʒ a # i ˦ m b e ˦	DB,SW
1995	blow one's nose	Najamba	kìnjâ: ímbí	k i ˨ n dʒ aː ˥˩ # i ˦ m b i ˦	DB,SW
1996	blow one's nose	Nanga	kìrⁿé m̀bó	k i ˨ r̃ e ˦ # m ˨ b o ˦	DB,SW
1997	blow one's nose	Perge_Tegu	kírⁿé pɔ́rⁿɔ́	k i ˦ r̃ e ˦ # p ɔ ˦ r̃ ɔ ˦	DB,SW
1998	blow one's nose	Sangha_So	kírⁿú pɔ́rⁿú	k i ˦ r̃ u ˦ # p ɔ ˦ r̃ u ˦	DB,SW
1999	blow one's nose	Tebul_Ure	cíné úmbó	tʃ i ˦ n e ˦ # u ˦ m b o ˦	DB,SW
2000	blow one's nose	Tiranige	cínjó ímbó	tʃ i ˦ n dʒ o ˦ # i ˦ m b o ˦	DB,SW
2001	blow one's nose	Togo_Kan	kírⁿí síɲé	k i ˦ r̃ i ˦ # s i ˦ ɲ e ˦	DB,SW
2002	blow one's nose	Tommo_So	kínú nùmbó	k i ˦ n u ˦ # n u ˨ m b o ˦	DB,SW
2003	blow one's nose	Tommo_So	úmbó	u ˦ m b o ˦	DB,SW
2004	blow one's nose	Tomo_Kan_Diangassagou	cíní húmbí	tʃ i ˦ n i ˦ # h u ˦ m b i ˦	DB,SW
2005	blow one's nose	Tomo_Kan_Segue	cìní hùmbí	tʃ i ˨ n i ˦ # h u ˨ m b i ˦	DB,SW
2006	blow one's nose	Toro_Tegu	pɔ́rⁿɔ́	p ɔ ˦ r̃ ɔ ˦	DB,SW
2007	blow one's nose	Toro_Tegu	círⁿó pɔ́rⁿú	tʃ i ˦ r̃ o ˦ # p ɔ ˦ r̃ u ˦	DB,SW
2008	blow one's nose	Yanda_Dom	cìnzà úmbó	tʃ i ˨ n z a ˨ # u ˦ m b o ˦	DB,SW
2009	blow one's nose	Yanda_Dom	ùmbòlí	u ˨ m b o ˨ l i ˦	DB,SW
2010	blow one's nose	Yorno_So	kín pɔ́rⁿɔ́	k i ˦ n # p ɔ ˦ r̃ ɔ ˦	DB,SW
2011	blow one's nose	Yorno_So	pɔ́rⁿɔ́	p ɔ ˦ r̃ ɔ ˦	DB,SW
2012	blunt, not sharp (blade)	Bangime	mótù	m o ˦ t u ˨	DB,SW
2013	blunt, not sharp (blade)	Bankan_Tey	dùmbú	d u ˨ m b u ˦	DB,SW
2014	blunt, not sharp (blade)	Ben_Tey	dùmbú	d u ˨ m b u ˦	DB,SW
2015	blunt, not sharp (blade)	Gourou	dǔm	d u ˩˥ m	DB,SW
2016	blunt, not sharp (blade)	Jamsay_Douentza	dǔm	d u ˩˥ m	DB,SW
2017	blunt, not sharp (blade)	Jamsay_Mondoro	dǔm	d u ˩˥ m	DB,SW
2018	blunt, not sharp (blade)	Mombo	dúmbé	d u ˦ m b e ˦	DB,SW
2019	blunt, not sharp (blade)	Najamba	dùmbé	d u ˨ m b e ˦	DB,SW
2020	blunt, not sharp (blade)	Najamba	dùmbúmbó	d u ˨ m b u ˦ m b o ˦	DB,SW
2021	blunt, not sharp (blade)	Nanga	dùmbí	d u ˨ m b i ˦	DB,SW
2022	blunt, not sharp (blade)	Penange	nsì:ⁿdìgà	n s ĩː ˨ d i ˨ ɡ a ˨	DB,SW
2023	blunt, not sharp (blade)	Perge_Tegu	dùmbú	d u ˨ m b u ˦	DB,SW
2024	blunt, not sharp (blade)	Sangha_So	dùmó	d u ˨ m o ˦	DB,SW
2025	blunt, not sharp (blade)	Tiranige	dúmbú	d u ˦ m b u ˦	DB,SW
2026	blunt, not sharp (blade)	Togo_Kan	dùmú	d u ˨ m u ˦	DB,SW
2027	blunt, not sharp (blade)	Tommo_So	dúŋgú	d u ˦ ŋ ɡ u ˦	DB,SW
2028	blunt, not sharp (blade)	Toro_Tegu	dùnú	d u ˨ n u ˦	DB,SW
2029	blunt, not sharp (blade)	Yanda_Dom	dònù	d o ˨ n u ˨	DB,SW
2030	blunt, not sharp (blade)	Yorno_So	dùmɲǐ:	d u ˨ m ɲ iː ˩˥	DB,SW
2031	bone	Ampari	gà:wá	ɡ aː ˨ w a ˦	DB,LJ,SW
2032	bone	Bangime	n nɔ́ɔ́rɛ̀	n # n ɔː ˦ r ɛ ˨	DB,LJ,SW
2033	bone	Bankan_Tey	kìrⁿěy	k i ˨ r̃ e ˩˥ j	DB,LJ,SW
2034	bone	Ben_Tey	cìrⁿɛ̌yⁿ	tʃ i ˨ r̃ ɛ ˩˥ j̃	DB,LJ,SW
2035	bone	Bunoge	gá:yè	ɡ aː ˦ j e ˨	DB,LJ,SW
2036	bone	Dogul_Dom	kɛ́nɛ́	k ɛ ˦ n ɛ ˦	DB,LJ,SW
2037	bone	Gourou	kìrⁿé	k i ˨ r̃ e ˦	DB,LJ,SW
2038	bone	Jamsay_Douentza	cìrⁿé	tʃ i ˨ r̃ e ˦	DB,LJ,SW
2039	bone	Jamsay_Mondoro	cìrⁿé	tʃ i ˨ r̃ e ˦	DB,LJ,SW
2040	bone	Mombo	gà:wⁿě:	ɡ aː ˨ w̃ eː ˩˥	DB,LJ,SW
2041	bone	Najamba	kìná	k i ˨ n a ˦	DB,LJ,SW
2042	bone	Najamba	kìnáŋgó	k i ˨ n a ˦ ŋ ɡ o ˦	DB,LJ,SW
2043	bone	Nanga	kìrⁿá	k i ˨ r̃ a ˦	DB,LJ,SW
2044	bone	Penange	gɔ̀:gɛ̀	ɡ ɔː ˨ ɡ ɛ ˨	DB,LJ,SW
2045	bone	Perge_Tegu	kìrⁿé	k i ˨ r̃ e ˦	DB,LJ,SW
2046	bone	Sangha_So	kíí	k iː ˦	DB,LJ,SW
2047	bone	Tebul_Ure	cìnǎ:	tʃ i ˨ n aː ˩˥	DB,LJ,SW
2048	bone	Tiranige	cíní	tʃ i ˦ n i ˦	DB,LJ,SW
2049	bone	Togo_Kan	kìrⁿí	k i ˨ r̃ i ˦	DB,LJ,SW
2050	bone	Tommo_So	kìyé	k i ˨ j e ˦	DB,LJ,SW
2051	bone	Tomo_Kan_Diangassagou	cìlɛ̀	tʃ i ˨ l ɛ ˨	DB,LJ,SW
2052	bone	Tomo_Kan_Segue	cìlɛ̀	tʃ i ˨ l ɛ ˨	DB,LJ,SW
2053	bone	Toro_Tegu	cìrá	tʃ i ˨ r a ˦	DB,LJ,SW
2054	bone	Yanda_Dom	kìrⁿà	k i ˨ r̃ a ˨	DB,LJ,SW
2055	bone	Yorno_So	kǐ:	k iː ˩˥	DB,LJ,SW
2056	breathe	Bangime	n níírù	n # n iː ˦ r u ˨	DB,SW
2057	breathe	Bankan_Tey	sùmɔ́ súmɔ́	s u ˨ m ɔ ˦ # s u ˦ m ɔ ˦	DB,SW
2058	breathe	Ben_Tey	sǔ:ⁿ súⁿ	s ũː ˩˥ # s ũ ˦	DB,SW
2059	breathe	Bunoge	sìgɔ̀ sígɛ̀	s i ˨ ɡ ɔ ˨ # s i ˦ ɡ ɛ ˨	DB,SW
2060	breathe	Gourou	sùwⁿó súwⁿó	s u ˨ w̃ o ˦ # s u ˦ w̃ o ˦	DB,SW
2061	breathe	Jamsay_Douentza	yîn yìné	j i ˥˩ n # j i ˨ n e ˦	DB,SW
2062	breathe	Jamsay_Mondoro	yîn yìné	j i ˥˩ n # j i ˨ n e ˦	DB,SW
2063	breathe	Mombo	nèndèlé néndélè	n e ˨ n d e ˨ l e ˦ # n e ˦ n d e ˦ l e ˨	DB,SW
2064	breathe	Najamba	sùnjú súnjí	s u ˨ n dʒ u ˦ # s u ˦ n dʒ i ˦	DB,SW
2065	breathe	Nanga	sùmó súmó	s u ˨ m o ˦ # s u ˦ m o ˦	DB,SW
2066	breathe	Penange	nèndìl néndílè	n e ˨ n d i ˨ l # n e ˦ n d i ˦ l e ˨	DB,SW
2067	breathe	Perge_Tegu	sùwⁿɔ́ súwⁿó	s u ˨ w̃ ɔ ˦ # s u ˦ w̃ o ˦	DB,SW
2068	breathe	Sangha_So	nín nínú	n i ˦ n # n i ˦ n u ˦	DB,SW
2069	breathe	Sangha_So	nínú nínú	n i ˦ n u ˦ # n i ˦ n u ˦	DB,SW
2070	breathe	Tebul_Ure	nindùgó nìndí	n i n d u ˨ ɡ o ˦ # n i ˨ n d i ˦	DB,SW
2071	breathe	Tiranige	súnjú súnjó	s u ˦ n dʒ u ˦ # s u ˦ n dʒ o ˦	DB,SW
2072	breathe	Togo_Kan	ɲíní ɲìné	ɲ i ˦ n i ˦ # ɲ i ˨ n e ˦	DB,SW
2073	breathe	Tommo_So	nínnú nínnɛ́	n i ˦ n n u ˦ # n i ˦ n n ɛ ˦	DB,SW
2074	breathe	Tomo_Kan_Diangassagou	ɲí: ɲìnì	ɲ iː ˦ # ɲ i ˨ n i ˨	DB,SW
2075	breathe	Tomo_Kan_Segue	ɲú: ɲùnì	ɲ uː ˦ # ɲ u ˨ n i ˨	DB,SW
2076	breathe	Toro_Tegu	húmsó	h u ˦ m s o ˦	DB,SW
2077	breathe	Toro_Tegu	húmsú	h u ˦ m s u ˦	DB,SW
2078	breathe	Yanda_Dom	nìndùgù nìndúgó	n i ˨ n d u ˨ ɡ u ˨ # n i ˨ n d u ˦ ɡ o ˦	DB,SW
2079	breathe	Yorno_So	nínù nínɛ́	n i ˦ n u ˨ # n i ˦ n ɛ ˦	DB,SW
2080	burn (e.g. paper, grass, fabric)	Ampari	já:dò	dʒ aː ˦ d o ˨	DB,LJ,SW
2081	burn (e.g. paper, grass, fabric)	Bangime	síìwò	s iː ˥˩ w o ˨	DB,LJ,SW
2082	burn (e.g. paper, grass, fabric)	Bankan_Tey	dɔ́	d ɔ ˦	DB,LJ,SW
2083	burn (e.g. paper, grass, fabric)	Ben_Tey	dɔ̌	d ɔ ˩˥	DB,LJ,SW
2084	burn (e.g. paper, grass, fabric)	Bunoge	súmbɛ̀	s u ˦ m b ɛ ˨	DB,LJ,SW
2085	burn (e.g. paper, grass, fabric)	Jamsay_Douentza	dɛ̌:	d ɛː ˩˥	DB,LJ,SW
2086	burn (e.g. paper, grass, fabric)	Jamsay_Mondoro	dɛ̌:	d ɛː ˩˥	DB,LJ,SW
2087	burn (e.g. paper, grass, fabric)	Mombo	yá:rè	j aː ˦ r e ˨	DB,LJ,SW
2088	burn (e.g. paper, grass, fabric)	Najamba	tógándí	t o ˦ ɡ a ˦ n d i ˦	DB,LJ,SW
2089	burn (e.g. paper, grass, fabric)	Nanga	kúwómí	k u ˦ w o ˦ m i ˦	DB,LJ,SW
2090	burn (e.g. paper, grass, fabric)	Penange	yá:rè	j aː ˦ r e ˨	DB,LJ,SW
2091	burn (e.g. paper, grass, fabric)	Perge_Tegu	dɛ̌:	d ɛː ˩˥	DB,LJ,SW
2092	burn (e.g. paper, grass, fabric)	Tiranige	súwó	s u ˦ w o ˦	DB,LJ,SW
2093	burn (e.g. paper, grass, fabric)	Tiranige	táŋgám	t a ˦ ŋ ɡ a ˦ m	DB,LJ,SW
2094	burn (e.g. paper, grass, fabric)	Togo_Kan	tɛ́:rì	t ɛː ˦ r i ˨	DB,LJ,SW
2095	burn (e.g. paper, grass, fabric)	Tommo_So	dìyⁿɛ́	d i ˨ j̃ ɛ ˦	DB,LJ,SW
2096	burn (e.g. paper, grass, fabric)	Toro_Tegu	dɔ́	d ɔ ˦	DB,LJ,SW
2097	burn (e.g. paper, grass, fabric)	Yanda_Dom	gòlò kúndó	ɡ o ˨ l o ˨ # k u ˦ n d o ˦	DB,LJ,SW
2098	burn (e.g. paper, grass, fabric)	Yorno_So	dɛ̌:	d ɛː ˩˥	DB,LJ,SW
2099	calabash with light-colored interior for liquids (water, milk, cream)	Bangime	tùmbá	t u ˨ m b a ˦	DB,SW
2100	calabash with light-colored interior for liquids (water, milk, cream)	Ben_Tey	kɔ̀sù	k ɔ ˨ s u ˨	DB,SW
2101	calabash with light-colored interior for liquids (water, milk, cream)	Jamsay_Douentza	kàjùnɔ̌:	k a ˨ dʒ u ˨ n ɔː ˩˥	DB,SW
2102	calabash with light-colored interior for liquids (water, milk, cream)	Nanga	kɔ̀sì	k ɔ ˨ s i ˨	DB,SW
2103	calabash with light-colored interior for liquids (water, milk, cream)	Sangha_So	kɔ̀rɔ̀ sííⁿ	k ɔ ˨ r ɔ ˨ # s ĩː ˦	DB,SW
2104	calabash with light-colored interior for liquids (water, milk, cream)	Togo_Kan	kàjù nɔ̌:	k a ˨ dʒ u ˨ # n ɔː ˩˥	DB,SW
2105	calabash with light-colored interior for liquids (water, milk, cream)	Tommo_So	kɔ̀rɔ̀ tógóló	k ɔ ˨ r ɔ ˨ # t o ˦ ɡ o ˦ l o ˦	DB,SW
2106	calabash with light-colored interior for liquids (water, milk, cream)	Tomo_Kan_Segue	ʔàlàkwɛ̀mɛ́	ʔ a ˨ l a ˨ k w ɛ ˨ m ɛ ˦	DB,SW
2107	calabash with light-colored interior for liquids (water, milk, cream)	Toro_Tegu	ní kàsì:	n i ˦ # k a ˨ s iː ˨	DB,SW
2108	carry (sth, on one's head)	Bangime	ɕíɛ́rɛ̀	ɕ i ˦ ɛ ˦ r ɛ ˨	DB,LJ
2109	carry (sth, on one's head)	Bankan_Tey	dú	d u ˦	DB,LJ
2110	carry (sth, on one's head)	Ben_Tey	dǔ	d u ˩˥	DB,LJ
2111	carry (sth, on one's head)	Bunoge	dúyyɛ̀	d u ˦ j j ɛ ˨	DB,LJ
2112	carry (sth, on one's head)	Dogul_Dom	dùyyɛ́	d u ˨ j j ɛ ˦	DB,LJ
2113	carry (sth, on one's head)	Gourou	dé:	d eː ˦	DB,LJ
2114	carry (sth, on one's head)	Jamsay_Douentza	dě:	d eː ˩˥	DB,LJ
2115	carry (sth, on one's head)	Jamsay_Mondoro	dě:	d eː ˩˥	DB,LJ
2116	carry (sth, on one's head)	Mombo	dúyɛ̂:	d u ˦ j ɛː ˥˩	DB,LJ
2117	carry (sth, on one's head)	Najamba	dìyɛ́	d i ˨ j ɛ ˦	DB,LJ
2118	carry (sth, on one's head)	Nanga	dǔ:yí	d uː ˩˥ j i ˦	DB,LJ
2119	carry (sth, on one's head)	Penange	dúyɛ́	d u ˦ j ɛ ˦	DB,LJ
2120	carry (sth, on one's head)	Perge_Tegu	dìyé	d i ˨ j e ˦	DB,LJ
2121	carry (sth, on one's head)	Tebul_Ure	dǐ	d i ˩˥	DB,LJ
2122	carry (sth, on one's head)	Tiranige	dúyɔ́	d u ˦ j ɔ ˦	DB,LJ
2123	carry (sth, on one's head)	Togo_Kan	dùwɛ́:	d u ˨ w ɛː ˦	DB,LJ
2124	carry (sth, on one's head)	Togo_Kan	dùwî:	d u ˨ w iː ˥˩	DB,LJ
2125	carry (sth, on one's head)	Tommo_So	dùyíyɔ́	d u ˨ j i ˦ j ɔ ˦	DB,LJ
2126	carry (sth, on one's head)	Toro_Tegu	dé	d e ˦	DB,LJ
2127	carry (sth, on one's head)	Toro_Tegu	dí	d i ˦	DB,LJ
2128	carry (sth, on one's head)	Yanda_Dom	dìyàlí	d i ˨ j a ˨ l i ˦	DB,LJ
2129	carry (sth, on one's head)	Yanda_Dom	dìyɛ́	d i ˨ j ɛ ˦	DB,LJ
2130	carry (sth, on one's head)	Yorno_So	dùyɛ́:	d u ˨ j ɛː ˦	DB,LJ
2131	carry (sth, on one's head)	Yorno_So	dùyí:	d u ˨ j iː ˦	DB,LJ
2132	cassava	Bangime	bǎr̃á ŋ kùú	b a ˩˥ r̃ a ˦ # ŋ # k uː ˩˥	DB,SW
2133	cassava	Ben_Tey	bànàkù: béré	b a ˨ n a ˨ k uː ˨ # b e ˦ r e ˦	DB,SW
2134	cassava	Bunoge	bànàŋkú	b a ˨ n a ˨ ŋ k u ˦	DB,SW
2135	cassava	Dogul_Dom	kúú	k uː ˦	DB,SW
2136	cassava	Jamsay_Douentza	bàlàkù:ⁿbéré	b a ˨ l a ˨ k ũː ˨ b e ˦ r e ˦	DB,SW
2137	cassava	Mombo	bálá kû:ⁿ	b a ˦ l a ˦ # k ũː ˥˩	DB,SW
2138	cassava	Najamba	bànàŋkû:	b a ˨ n a ˨ ŋ k uː ˥˩	DB,SW
2139	cassava	Najamba	bànàŋkû:ŋgò	b a ˨ n a ˨ ŋ k uː ˥˩ ŋ ɡ o ˨	DB,SW
2140	cassava	Nanga	bànàkùrìbéré	b a ˨ n a ˨ k u ˨ r i ˨ b e ˦ r e ˦	DB,SW
2141	cassava	Nanga	bànjî	b a ˨ n dʒ i ˥˩	DB,SW
2142	cassava	Penange	dàlmàyògó	d a ˨ l m a ˨ j o ˨ ɡ o ˦	DB,SW
2143	cassava	Perge_Tegu	bànàkùrùwòsó	b a ˨ n a ˨ k u ˨ r u ˨ w o ˨ s o ˦	DB,SW
2144	cassava	Sangha_So	wòðó	w o ˨ ð o ˦	DB,SW
2145	cassava	Tebul_Ure	bàrⁿàkú:ⁿ	b a ˨ r̃ a ˨ k ũː ˦	DB,SW
2146	cassava	Tiranige	bànáŋkú:	b a ˨ n a ˦ ŋ k uː ˦	DB,SW
2147	cassava	Togo_Kan	bànàkù:bá:gá	b a ˨ n a ˨ k uː ˨ b aː ˦ ɡ a ˦	DB,SW
2148	cassava	Tommo_So	bànànkù tímɛ́	b a ˨ n a ˨ n k u ˨ # t i ˦ m ɛ ˦	DB,SW
2149	cassava	Tommo_So	tànnàá	t a ˨ n n aː ˩˥	DB,SW
2150	cassava	Tomo_Kan_Segue	bɛ̀nɛ̀nɛ̀kú	b ɛ ˨ n ɛ ˨ n ɛ ˨ k u ˦	DB,SW
2151	cassava	Yanda_Dom	bànàkùltáná	b a ˨ n a ˨ k u ˨ l t a ˦ n a ˦	DB,SW
2152	cassava	Yorno_So	wòjó	w o ˨ dʒ o ˦	DB,SW
2153	child	Ampari	bé:	b eː ˦	DB,LJ,SW
2154	child	Bangime	bìjɛ́	b i ˨ dʒ ɛ ˦	DB,LJ,SW
2155	child	Bangime	jàámbɛ̀	dʒ aː ˩˥ m b ɛ ˨	DB,LJ,SW
2156	child	Bankan_Tey	yím	j i ˦ m	DB,LJ,SW
2157	child	Bankan_Tey	yì:tɛ̂:	j iː ˨ t ɛː ˥˩	DB,LJ,SW
2158	child	Ben_Tey	yím	j i ˦ m	DB,LJ,SW
2159	child	Ben_Tey	yìtɛ᷈:	j i ˨ t ɛː ˧˦˧	DB,LJ,SW
2160	child	Bunoge	bé	b e ˦	DB,LJ,SW
2161	child	Dogul_Dom	ég	e ˦ ɡ	DB,LJ,SW
2162	child	Dogul_Dom	égù	e ˦ ɡ u ˨	DB,LJ,SW
2163	child	Dogul_Dom	éég	eː ˦ ɡ	DB,LJ,SW
2164	child	Gourou	în	i ˥˩ n	DB,LJ,SW
2165	child	Gourou	ùrûm	u ˨ r u ˥˩ m	DB,LJ,SW
2166	child	Jamsay_Douentza	în	i ˥˩ n	DB,LJ,SW
2167	child	Jamsay_Douentza	úrⁿùm	u ˦ r̃ u ˨ m	DB,LJ,SW
2168	child	Jamsay_Mondoro	în	i ˥˩ n	DB,LJ,SW
2169	child	Jamsay_Mondoro	úrⁿùm	u ˦ r̃ u ˨ m	DB,LJ,SW
2170	child	Mombo	wê:	w eː ˥˩	DB,LJ,SW
2171	child	Najamba	èndê:	e ˨ n d eː ˥˩	DB,LJ,SW
2172	child	Najamba	òndô:	o ˨ n d oː ˥˩	DB,LJ,SW
2173	child	Nanga	yìtɛ̀gɛ̂	j i ˨ t ɛ ˨ ɡ ɛ ˥˩	DB,LJ,SW
2174	child	Nanga	yî:	j iː ˥˩	DB,LJ,SW
2175	child	Penange	wè:	w eː ˨	DB,LJ,SW
2176	child	Perge_Tegu	ímbèm	i ˦ m b e ˨ m	DB,LJ,SW
2177	child	Perge_Tegu	î:ⁿ	ĩː ˥˩	DB,LJ,SW
2178	child	Sangha_So	àjní	a ˨ dʒ n i ˦	DB,LJ,SW
2179	child	Sangha_So	àrⁿù úrⁿúŋ	a ˨ r̃ u ˨ # u ˦ r̃ u ˦ ŋ	DB,LJ,SW
2180	child	Sangha_So	úrⁿú	u ˦ r̃ u ˦	DB,LJ,SW
2181	child	Tebul_Ure	ɛ̀dɛ́	ɛ ˨ d ɛ ˦	DB,LJ,SW
2182	child	Tebul_Ure	úlé:	u ˦ l eː ˦	DB,LJ,SW
2183	child	Tiranige	bégé	b e ˦ ɡ e ˦	DB,LJ,SW
2184	child	Tiranige	bé:	b eː ˦	DB,LJ,SW
2185	child	Togo_Kan	í:ⁿ	ĩː ˦	DB,LJ,SW
2186	child	Togo_Kan	úrⁿí:	u ˦ r̃ iː ˦	DB,LJ,SW
2187	child	Tommo_So	íí	iː ˦	DB,LJ,SW
2188	child	Tommo_So	úlùm	u ˦ l u ˨ m	DB,LJ,SW
2189	child	Tomo_Kan_Diangassagou	ʔì:ⁿ	ʔ ĩː ˨	DB,LJ,SW
2190	child	Tomo_Kan_Diangassagou	ʔùnù wé	ʔ u ˨ n u ˨ # w e ˦	DB,LJ,SW
2191	child	Tomo_Kan_Segue	ʔìrⁿú	ʔ i ˨ r̃ u ˦	DB,LJ,SW
2192	child	Tomo_Kan_Segue	ʔìrⁿú wé	ʔ i ˨ r̃ u ˦ # w e ˦	DB,LJ,SW
2193	child	Tomo_Kan_Segue	ʔíwⁿ	ʔ i ˦ w̃	DB,LJ,SW
2194	child	Toro_Tegu	ǐm	i ˩˥ m	DB,LJ,SW
2195	child	Toro_Tegu	ìmí:	i ˨ m iː ˦	DB,LJ,SW
2196	child	Toro_Tegu	ìmú	i ˨ m u ˦	DB,LJ,SW
2197	child	Toro_Tegu	ìrⁿí:	i ˨ r̃ iː ˦	DB,LJ,SW
2198	child	Toro_Tegu	ìrⁿú	i ˨ r̃ u ˦	DB,LJ,SW
